id;country;technologyAndSource;year;mainCategory;subCategory;value;unit;Green_Red
1;Afghanistan;Hydropower;2020;Primary Energy;Production;3789.3996;TJ;green
2;Afghanistan;Hydropower;2020;Primary Energy;Supply;3789.3996;TJ;green
3;Afghanistan;Hydropower;2020;Transformation/Losses;Electricity;-3789.3996;TJ;green
4;Afghanistan;Hydropower;2020;Consumption(Elect.& Heat);Total;13623.2349;TJ;green
5;Afghanistan;Hydropower;2020;Consumption(Elect.& Heat);Electricity;13623.2349;TJ;green
6;Afghanistan;Hydropower;2020;Gross Electricity&Heat;Electricity;1052.611;TJ;green
7;Afghanistan;Hydropower;2019;Primary Energy;Production;4114.35;TJ;green
8;Afghanistan;Hydropower;2019;Primary Energy;Supply;4114.35;TJ;green
9;Afghanistan;Hydropower;2019;Transformation/Losses;Electricity;-4114.35;TJ;green
10;Afghanistan;Hydropower;2019;Consumption(Elect.& Heat);Total;12851.99024;TJ;green
11;Afghanistan;Hydropower;2019;Consumption(Elect.& Heat);Electricity;12851.99024;TJ;green
12;Afghanistan;Hydropower;2019;Gross Electricity&Heat;Electricity;1142.875;TJ;green
13;Afghanistan;Wind;2020;Primary Energy;Production;0.441504;TJ;green
14;Afghanistan;Wind;2020;Primary Energy;Supply;0.441504;TJ;green
15;Afghanistan;Wind;2020;Transformation/Losses;Electricity;-0.441504;TJ;green
16;Afghanistan;Wind;2020;Consumption(Elect.& Heat);Total;1.587246882;TJ;green
17;Afghanistan;Wind;2020;Consumption(Elect.& Heat);Electricity;1.587246882;TJ;green
18;Afghanistan;Wind;2020;Gross Electricity&Heat;Electricity;0.12264;TJ;green
19;Afghanistan;Wind;2019;Primary Energy;Production;0.441504;TJ;green
20;Afghanistan;Wind;2019;Primary Energy;Supply;0.441504;TJ;green
21;Afghanistan;Wind;2019;Transformation/Losses;Electricity;-0.441504;TJ;green
22;Afghanistan;Wind;2019;Consumption(Elect.& Heat);Total;1.379125524;TJ;green
23;Afghanistan;Wind;2019;Consumption(Elect.& Heat);Electricity;1.379125524;TJ;green
24;Afghanistan;Wind;2019;Gross Electricity&Heat;Electricity;0.12264;TJ;green
25;Afghanistan;Solar PV;2020;Primary Energy;Production;225.5724;TJ;green
26;Afghanistan;Solar PV;2020;Primary Energy;Supply;225.5724;TJ;green
27;Afghanistan;Solar PV;2020;Transformation/Losses;Electricity;-225.5724;TJ;green
28;Afghanistan;Solar PV;2020;Consumption(Elect.& Heat);Total;810.9532158;TJ;green
29;Afghanistan;Solar PV;2020;Consumption(Elect.& Heat);Electricity;810.9532158;TJ;green
30;Afghanistan;Solar PV;2020;Gross Electricity&Heat;Electricity;62.659;TJ;green
31;Afghanistan;Solar PV;2019;Primary Energy;Production;178.9308;TJ;green
32;Afghanistan;Solar PV;2019;Primary Energy;Supply;178.9308;TJ;green
33;Afghanistan;Solar PV;2019;Transformation/Losses;Electricity;-178.9308;TJ;green
34;Afghanistan;Solar PV;2019;Consumption(Elect.& Heat);Total;558.925929;TJ;green
35;Afghanistan;Solar PV;2019;Consumption(Elect.& Heat);Electricity;558.925929;TJ;green
36;Afghanistan;Solar PV;2019;Gross Electricity&Heat;Electricity;49.703;TJ;green
37;Afghanistan;Solid Biofuels;2020;Primary Energy;Production;22218.462;TJ;red
38;Afghanistan;Solid Biofuels;2020;Primary Energy;Imports;0.03402;TJ;red
39;Afghanistan;Solid Biofuels;2020;Primary Energy;Supply;22218.49602;TJ;red
40;Afghanistan;Solid Biofuels;2020;Transformation/Losses;Charcoal;-10110.67596;TJ;red
41;Afghanistan;Solid Biofuels;2020;Final Consumption;Total;12107.82006;TJ;red
42;Afghanistan;Solid Biofuels;2020;Final Consumption;Residential;12107.82006;TJ;red
43;Afghanistan;Solid Biofuels;2020;Consumption(Elect.& Heat);Total;12107.82006;TJ;red
44;Afghanistan;Solid Biofuels;2020;Consumption(Elect.& Heat);DirectUse;12107.82006;TJ;red
45;Afghanistan;Solid Biofuels;2019;Primary Energy;Production;21821.47128;TJ;red
46;Afghanistan;Solid Biofuels;2019;Primary Energy;Imports;0.03402;TJ;red
47;Afghanistan;Solid Biofuels;2019;Primary Energy;Supply;21821.5053;TJ;red
48;Afghanistan;Solid Biofuels;2019;Transformation/Losses;Charcoal;-9836.67888;TJ;red
49;Afghanistan;Solid Biofuels;2019;Final Consumption;Total;11984.82642;TJ;red
50;Afghanistan;Solid Biofuels;2019;Final Consumption;Residential;11984.82642;TJ;red
51;Afghanistan;Solid Biofuels;2019;Consumption(Elect.& Heat);Total;11984.82642;TJ;red
52;Afghanistan;Solid Biofuels;2019;Consumption(Elect.& Heat);DirectUse;11984.82642;TJ;red
53;Afghanistan;Biogas;2020;Primary Energy;Production;0.560956;TJ;green
54;Afghanistan;Biogas;2020;Primary Energy;Supply;0.560956;TJ;green
55;Afghanistan;Biogas;2020;Final Consumption;Total;0.560956;TJ;green
56;Afghanistan;Biogas;2020;Final Consumption;Residential;0.560956;TJ;green
57;Afghanistan;Biogas;2020;Consumption(Elect.& Heat);Total;0.560956;TJ;green
58;Afghanistan;Biogas;2020;Consumption(Elect.& Heat);DirectUse;0.560956;TJ;green
59;Afghanistan;Biogas;2019;Primary Energy;Production;0.560956;TJ;green
60;Afghanistan;Biogas;2019;Primary Energy;Supply;0.560956;TJ;green
61;Afghanistan;Biogas;2019;Final Consumption;Total;0.560956;TJ;green
62;Afghanistan;Biogas;2019;Final Consumption;Residential;0.560956;TJ;green
63;Afghanistan;Biogas;2019;Consumption(Elect.& Heat);Total;0.560956;TJ;green
64;Afghanistan;Biogas;2019;Consumption(Elect.& Heat);DirectUse;0.560956;TJ;green
65;Afghanistan;Charcoal;2020;Primary Energy;Imports;1.4168;TJ;red
66;Afghanistan;Charcoal;2020;Primary Energy;Exports;-0.0308;TJ;red
67;Afghanistan;Charcoal;2020;Primary Energy;Supply;1.386;TJ;red
68;Afghanistan;Charcoal;2020;Transformation/Losses;Charcoal;4576.8492;TJ;red
69;Afghanistan;Charcoal;2020;Final Consumption;Total;4578.2352;TJ;red
70;Afghanistan;Charcoal;2020;Final Consumption;Residential;4578.2352;TJ;red
71;Afghanistan;Charcoal;2020;Consumption(Elect.& Heat);Total;4578.2352;TJ;red
72;Afghanistan;Charcoal;2020;Consumption(Elect.& Heat);DirectUse;4578.2352;TJ;red
73;Afghanistan;Charcoal;2019;Primary Energy;Imports;0.462;TJ;red
74;Afghanistan;Charcoal;2019;Primary Energy;Exports;-0.0308;TJ;red
75;Afghanistan;Charcoal;2019;Primary Energy;Supply;0.4312;TJ;red
76;Afghanistan;Charcoal;2019;Transformation/Losses;Charcoal;4452.8176;TJ;red
77;Afghanistan;Charcoal;2019;Final Consumption;Total;4453.2488;TJ;red
78;Afghanistan;Charcoal;2019;Final Consumption;Residential;4453.2488;TJ;red
79;Afghanistan;Charcoal;2019;Consumption(Elect.& Heat);Total;4453.2488;TJ;red
80;Afghanistan;Charcoal;2019;Consumption(Elect.& Heat);DirectUse;4453.2488;TJ;red
81;Afghanistan;Electricity;2020;Primary Energy;Imports;16395.15898;TJ;
82;Afghanistan;Electricity;2020;Primary Energy;Supply;16395.15898;TJ;
83;Afghanistan;Electricity;2020;Transformation/Losses;Electricity;4015.413504;TJ;
84;Afghanistan;Electricity;2020;Transformation/Losses;Distribution;-5974.798285;TJ;
85;Afghanistan;Electricity;2020;Final Consumption;Total;14435.77536;TJ;
86;Afghanistan;Electricity;2020;Final Consumption;Industry;1031.648845;TJ;
87;Afghanistan;Electricity;2020;Final Consumption;Commerce;2832.71985;TJ;
88;Afghanistan;Electricity;2020;Final Consumption;Residential;10571.40666;TJ;
89;Afghanistan;Electricity;2019;Primary Energy;Imports;15459.88154;TJ;
90;Afghanistan;Electricity;2019;Primary Energy;Supply;15459.88154;TJ;
91;Afghanistan;Electricity;2019;Transformation/Losses;Electricity;4293.722304;TJ;
92;Afghanistan;Electricity;2019;Transformation/Losses;Distribution;-6341.309675;TJ;
93;Afghanistan;Electricity;2019;Final Consumption;Total;13412.2953;TJ;
94;Afghanistan;Electricity;2019;Final Consumption;Industry;954.4181522;TJ;
95;Afghanistan;Electricity;2019;Final Consumption;Commerce;2643.536048;TJ;
96;Afghanistan;Electricity;2019;Final Consumption;Residential;9814.341097;TJ;
97;Afghanistan;GrandTotal;2020;Primary Energy;Production;26234.43646;TJ;
98;Afghanistan;GrandTotal;2020;Primary Energy;Imports;16396.6098;TJ;
99;Afghanistan;GrandTotal;2020;Primary Energy;Exports;-0.0308;TJ;
100;Afghanistan;GrandTotal;2020;Primary Energy;Supply;42631.01546;TJ;
101;Afghanistan;GrandTotal;2020;Transformation/Losses;Charcoal;-5533.82676;TJ;
102;Afghanistan;GrandTotal;2020;Transformation/Losses;Distribution;-5974.798285;TJ;
103;Afghanistan;GrandTotal;2020;Final Consumption;Total;31122.39158;TJ;
104;Afghanistan;GrandTotal;2020;Final Consumption;Industry;1031.648845;TJ;
105;Afghanistan;GrandTotal;2020;Final Consumption;Commerce;2832.71985;TJ;
106;Afghanistan;GrandTotal;2020;Final Consumption;Residential;27258.02288;TJ;
107;Afghanistan;GrandTotal;2020;Consumption(Elect.& Heat);Total;31122.39158;TJ;
108;Afghanistan;GrandTotal;2020;Consumption(Elect.& Heat);Electricity;14435.77536;TJ;
109;Afghanistan;GrandTotal;2020;Consumption(Elect.& Heat);DirectUse;16686.61622;TJ;
110;Afghanistan;GrandTotal;2020;Gross Electricity&Heat;Electricity;1115.39264;TJ;
111;Afghanistan;GrandTotal;2019;Primary Energy;Production;26115.75454;TJ;
112;Afghanistan;GrandTotal;2019;Primary Energy;Imports;15460.37756;TJ;
113;Afghanistan;GrandTotal;2019;Primary Energy;Exports;-0.0308;TJ;
114;Afghanistan;GrandTotal;2019;Primary Energy;Supply;41576.1013;TJ;
115;Afghanistan;GrandTotal;2019;Transformation/Losses;Charcoal;-5383.86128;TJ;
116;Afghanistan;GrandTotal;2019;Transformation/Losses;Distribution;-6341.309675;TJ;
117;Afghanistan;GrandTotal;2019;Final Consumption;Total;29850.93147;TJ;
118;Afghanistan;GrandTotal;2019;Final Consumption;Industry;954.4181522;TJ;
119;Afghanistan;GrandTotal;2019;Final Consumption;Commerce;2643.536048;TJ;
120;Afghanistan;GrandTotal;2019;Final Consumption;Residential;26252.97727;TJ;
121;Afghanistan;GrandTotal;2019;Consumption(Elect.& Heat);Total;29850.93147;TJ;
122;Afghanistan;GrandTotal;2019;Consumption(Elect.& Heat);Electricity;13412.2953;TJ;
123;Afghanistan;GrandTotal;2019;Consumption(Elect.& Heat);DirectUse;16438.63618;TJ;
124;Afghanistan;GrandTotal;2019;Gross Electricity&Heat;Electricity;1192.70064;TJ;
125;Algeria;Hydropower;2020;Primary Energy;Production;180.0;TJ;green
126;Algeria;Hydropower;2020;Primary Energy;Supply;180.0;TJ;green
127;Algeria;Hydropower;2020;Transformation/Losses;Electricity;-180.0;TJ;green
128;Algeria;Hydropower;2020;Consumption(Elect.& Heat);Total;142.2032176;TJ;green
129;Algeria;Hydropower;2020;Consumption(Elect.& Heat);Electricity;142.2032176;TJ;green
130;Algeria;Hydropower;2020;Gross Electricity&Heat;Electricity;50.0;TJ;green
131;Algeria;Hydropower;2019;Primary Energy;Production;547.2;TJ;green
132;Algeria;Hydropower;2019;Primary Energy;Supply;547.2;TJ;green
133;Algeria;Hydropower;2019;Transformation/Losses;Electricity;-547.2;TJ;green
134;Algeria;Hydropower;2019;Consumption(Elect.& Heat);Total;417.3512636;TJ;green
135;Algeria;Hydropower;2019;Consumption(Elect.& Heat);Electricity;417.3512636;TJ;green
136;Algeria;Hydropower;2019;Gross Electricity&Heat;Electricity;152.0;TJ;green
137;Algeria;Wind;2020;Primary Energy;Production;28.8;TJ;green
138;Algeria;Wind;2020;Primary Energy;Supply;28.8;TJ;green
139;Algeria;Wind;2020;Transformation/Losses;Electricity;-28.8;TJ;green
140;Algeria;Wind;2020;Consumption(Elect.& Heat);Total;22.75251481;TJ;green
141;Algeria;Wind;2020;Consumption(Elect.& Heat);Electricity;22.75251481;TJ;green
142;Algeria;Wind;2020;Gross Electricity&Heat;Electricity;8.0;TJ;green
143;Algeria;Wind;2019;Primary Energy;Production;36.0;TJ;green
144;Algeria;Wind;2019;Primary Energy;Supply;36.0;TJ;green
145;Algeria;Wind;2019;Transformation/Losses;Electricity;-36.0;TJ;green
146;Algeria;Wind;2019;Consumption(Elect.& Heat);Total;27.45731997;TJ;green
147;Algeria;Wind;2019;Consumption(Elect.& Heat);Electricity;27.45731997;TJ;green
148;Algeria;Wind;2019;Gross Electricity&Heat;Electricity;10.0;TJ;green
149;Algeria;Solar PV;2020;Primary Energy;Production;1961.767292;TJ;green
150;Algeria;Solar PV;2020;Primary Energy;Supply;1961.767292;TJ;green
151;Algeria;Solar PV;2020;Transformation/Losses;Electricity;-1961.767292;TJ;green
152;Algeria;Solar PV;2020;Consumption(Elect.& Heat);Total;1549.831228;TJ;green
153;Algeria;Solar PV;2020;Consumption(Elect.& Heat);Electricity;1549.831228;TJ;green
154;Algeria;Solar PV;2020;Gross Electricity&Heat;Electricity;544.9353589;TJ;green
155;Algeria;Solar PV;2019;Primary Energy;Production;1961.767292;TJ;green
156;Algeria;Solar PV;2019;Primary Energy;Supply;1961.767292;TJ;green
157;Algeria;Solar PV;2019;Transformation/Losses;Electricity;-1961.767292;TJ;green
158;Algeria;Solar PV;2019;Consumption(Elect.& Heat);Total;1496.246451;TJ;green
159;Algeria;Solar PV;2019;Consumption(Elect.& Heat);Electricity;1496.246451;TJ;green
160;Algeria;Solar PV;2019;Gross Electricity&Heat;Electricity;544.9353589;TJ;green
161;Algeria;Solar Thermal;2020;Primary Energy;Production;425.196;TJ;green
162;Algeria;Solar Thermal;2020;Primary Energy;Supply;425.196;TJ;green
163;Algeria;Solar Thermal;2020;Transformation/Losses;Electricity;-425.196;TJ;green
164;Algeria;Solar Thermal;2020;Consumption(Elect.& Heat);Total;335.9124406;TJ;green
165;Algeria;Solar Thermal;2020;Consumption(Elect.& Heat);Electricity;335.9124406;TJ;green
166;Algeria;Solar Thermal;2020;Gross Electricity&Heat;Electricity;118.11;TJ;green
167;Algeria;Solar Thermal;2019;Primary Energy;Production;479.196;TJ;green
168;Algeria;Solar Thermal;2019;Primary Energy;Supply;479.196;TJ;green
169;Algeria;Solar Thermal;2019;Transformation/Losses;Electricity;-479.196;TJ;green
170;Algeria;Solar Thermal;2019;Consumption(Elect.& Heat);Total;365.4843861;TJ;green
171;Algeria;Solar Thermal;2019;Consumption(Elect.& Heat);Electricity;365.4843861;TJ;green
172;Algeria;Solar Thermal;2019;Gross Electricity&Heat;Electricity;133.11;TJ;green
173;Algeria;Solid Biofuels;2020;Primary Energy;Production;635.04;TJ;red
174;Algeria;Solid Biofuels;2020;Primary Energy;Supply;635.04;TJ;red
175;Algeria;Solid Biofuels;2020;Transformation/Losses;Charcoal;-34.02;TJ;red
176;Algeria;Solid Biofuels;2020;Final Consumption;Total;601.02;TJ;red
177;Algeria;Solid Biofuels;2020;Final Consumption;Industry;408.24;TJ;red
178;Algeria;Solid Biofuels;2020;Final Consumption;Residential;192.78;TJ;red
179;Algeria;Solid Biofuels;2020;Consumption(Elect.& Heat);Total;601.02;TJ;red
180;Algeria;Solid Biofuels;2020;Consumption(Elect.& Heat);DirectUse;601.02;TJ;red
181;Algeria;Solid Biofuels;2019;Primary Energy;Production;635.04;TJ;red
182;Algeria;Solid Biofuels;2019;Primary Energy;Supply;635.04;TJ;red
183;Algeria;Solid Biofuels;2019;Transformation/Losses;Charcoal;-34.02;TJ;red
184;Algeria;Solid Biofuels;2019;Final Consumption;Total;601.02;TJ;red
185;Algeria;Solid Biofuels;2019;Final Consumption;Industry;408.24;TJ;red
186;Algeria;Solid Biofuels;2019;Final Consumption;Residential;192.78;TJ;red
187;Algeria;Solid Biofuels;2019;Consumption(Elect.& Heat);Total;601.02;TJ;red
188;Algeria;Solid Biofuels;2019;Consumption(Elect.& Heat);DirectUse;601.02;TJ;red
189;Algeria;Charcoal;2020;Transformation/Losses;Charcoal;15.4;TJ;red
190;Algeria;Charcoal;2020;Final Consumption;Total;15.4;TJ;red
191;Algeria;Charcoal;2020;Final Consumption;Other;15.4;TJ;red
192;Algeria;Charcoal;2020;Consumption(Elect.& Heat);Total;15.4;TJ;red
193;Algeria;Charcoal;2020;Consumption(Elect.& Heat);DirectUse;15.4;TJ;red
194;Algeria;Charcoal;2019;Transformation/Losses;Charcoal;15.4;TJ;red
195;Algeria;Charcoal;2019;Final Consumption;Total;15.4;TJ;red
196;Algeria;Charcoal;2019;Final Consumption;Other;15.4;TJ;red
197;Algeria;Charcoal;2019;Consumption(Elect.& Heat);Total;15.4;TJ;red
198;Algeria;Charcoal;2019;Consumption(Elect.& Heat);DirectUse;15.4;TJ;red
199;Algeria;Electricity;2020;Primary Energy;Imports;17.35694254;TJ;
200;Algeria;Electricity;2020;Primary Energy;Exports;-21.99853546;TJ;
201;Algeria;Electricity;2020;Primary Energy;Supply;-4.64159292;TJ;
202;Algeria;Electricity;2020;Transformation/Losses;Electricity;2595.763292;TJ;
203;Algeria;Electricity;2020;Transformation/Losses;OwnUse;-270.211149;TJ;
204;Algeria;Electricity;2020;Transformation/Losses;Distribution;-270.211149;TJ;
205;Algeria;Electricity;2020;Final Consumption;Total;2050.699401;TJ;
206;Algeria;Electricity;2020;Final Consumption;Industry;735.2654303;TJ;
207;Algeria;Electricity;2020;Final Consumption;Transport;40.40147076;TJ;
208;Algeria;Electricity;2020;Final Consumption;Residential;867.2914432;TJ;
209;Algeria;Electricity;2020;Final Consumption;Other;407.7410569;TJ;
210;Algeria;Electricity;2019;Primary Energy;Imports;19.6959416;TJ;
211;Algeria;Electricity;2019;Primary Energy;Exports;-24.96302956;TJ;
212;Algeria;Electricity;2019;Primary Energy;Supply;-5.267087961;TJ;
213;Algeria;Electricity;2019;Primary Energy;Differences;-0.187143304;TJ;
214;Algeria;Electricity;2019;Transformation/Losses;Electricity;3024.163292;TJ;
215;Algeria;Electricity;2019;Transformation/Losses;OwnUse;-345.0684458;TJ;
216;Algeria;Electricity;2019;Transformation/Losses;Distribution;-367.101194;TJ;
217;Algeria;Electricity;2019;Final Consumption;Total;2306.539421;TJ;
218;Algeria;Electricity;2019;Final Consumption;Industry;813.8392743;TJ;
219;Algeria;Electricity;2019;Final Consumption;Transport;45.84592056;TJ;
220;Algeria;Electricity;2019;Final Consumption;Residential;984.1665132;TJ;
221;Algeria;Electricity;2019;Final Consumption;Other;462.6877129;TJ;
222;Algeria;GrandTotal;2020;Primary Energy;Production;3230.803292;TJ;
223;Algeria;GrandTotal;2020;Primary Energy;Imports;17.35694254;TJ;
224;Algeria;GrandTotal;2020;Primary Energy;Exports;-21.99853546;TJ;
225;Algeria;GrandTotal;2020;Primary Energy;Supply;3226.161699;TJ;
226;Algeria;GrandTotal;2020;Transformation/Losses;Charcoal;-18.62;TJ;
227;Algeria;GrandTotal;2020;Transformation/Losses;OwnUse;-270.211149;TJ;
228;Algeria;GrandTotal;2020;Transformation/Losses;Distribution;-270.211149;TJ;
229;Algeria;GrandTotal;2020;Final Consumption;Total;2667.119401;TJ;
230;Algeria;GrandTotal;2020;Final Consumption;Industry;1143.50543;TJ;
231;Algeria;GrandTotal;2020;Final Consumption;Transport;40.40147076;TJ;
232;Algeria;GrandTotal;2020;Final Consumption;Residential;1060.071443;TJ;
233;Algeria;GrandTotal;2020;Final Consumption;Other;423.1410569;TJ;
234;Algeria;GrandTotal;2020;Consumption(Elect.& Heat);Total;2667.119401;TJ;
235;Algeria;GrandTotal;2020;Consumption(Elect.& Heat);Electricity;2050.699401;TJ;
236;Algeria;GrandTotal;2020;Consumption(Elect.& Heat);DirectUse;616.42;TJ;
237;Algeria;GrandTotal;2020;Gross Electricity&Heat;Electricity;721.0453589;TJ;
238;Algeria;GrandTotal;2019;Primary Energy;Production;3659.203292;TJ;
239;Algeria;GrandTotal;2019;Primary Energy;Imports;19.6959416;TJ;
240;Algeria;GrandTotal;2019;Primary Energy;Exports;-24.96302956;TJ;
241;Algeria;GrandTotal;2019;Primary Energy;Supply;3653.936204;TJ;
242;Algeria;GrandTotal;2019;Primary Energy;Differences;-0.187143304;TJ;
243;Algeria;GrandTotal;2019;Transformation/Losses;Charcoal;-18.62;TJ;
244;Algeria;GrandTotal;2019;Transformation/Losses;OwnUse;-345.0684458;TJ;
245;Algeria;GrandTotal;2019;Transformation/Losses;Distribution;-367.101194;TJ;
246;Algeria;GrandTotal;2019;Final Consumption;Total;2922.959421;TJ;
247;Algeria;GrandTotal;2019;Final Consumption;Industry;1222.079274;TJ;
248;Algeria;GrandTotal;2019;Final Consumption;Transport;45.84592056;TJ;
249;Algeria;GrandTotal;2019;Final Consumption;Residential;1176.946513;TJ;
250;Algeria;GrandTotal;2019;Final Consumption;Other;478.0877129;TJ;
251;Algeria;GrandTotal;2019;Consumption(Elect.& Heat);Total;2922.959421;TJ;
252;Algeria;GrandTotal;2019;Consumption(Elect.& Heat);Electricity;2306.539421;TJ;
253;Algeria;GrandTotal;2019;Consumption(Elect.& Heat);DirectUse;616.42;TJ;
254;Algeria;GrandTotal;2019;Gross Electricity&Heat;Electricity;840.0453589;TJ;
255;Angola;Hydropower;2020;Primary Energy;Production;49686.01842;TJ;green
256;Angola;Hydropower;2020;Primary Energy;Supply;49686.01842;TJ;green
257;Angola;Hydropower;2020;Transformation/Losses;Electricity;-49686.01842;TJ;green
258;Angola;Hydropower;2020;Consumption(Elect.& Heat);Total;48193.07896;TJ;green
259;Angola;Hydropower;2020;Consumption(Elect.& Heat);Electricity;48193.07896;TJ;green
260;Angola;Hydropower;2020;Gross Electricity&Heat;Electricity;13801.67178;TJ;green
261;Angola;Hydropower;2019;Primary Energy;Production;45224.2695;TJ;green
262;Angola;Hydropower;2019;Primary Energy;Supply;45224.2695;TJ;green
263;Angola;Hydropower;2019;Transformation/Losses;Electricity;-45224.2695;TJ;green
264;Angola;Hydropower;2019;Consumption(Elect.& Heat);Total;46923.64275;TJ;green
265;Angola;Hydropower;2019;Consumption(Elect.& Heat);Electricity;46923.64275;TJ;green
266;Angola;Hydropower;2019;Gross Electricity&Heat;Electricity;12562.29708;TJ;green
267;Angola;Solar PV;2020;Primary Energy;Production;65.7756;TJ;green
268;Angola;Solar PV;2020;Primary Energy;Supply;65.7756;TJ;green
269;Angola;Solar PV;2020;Transformation/Losses;Electricity;-65.7756;TJ;green
270;Angola;Solar PV;2020;Consumption(Elect.& Heat);Total;63.79920921;TJ;green
271;Angola;Solar PV;2020;Consumption(Elect.& Heat);Electricity;63.79920921;TJ;green
272;Angola;Solar PV;2020;Gross Electricity&Heat;Electricity;18.271;TJ;green
273;Angola;Solar PV;2019;Primary Energy;Production;65.7756;TJ;green
274;Angola;Solar PV;2019;Primary Energy;Supply;65.7756;TJ;green
275;Angola;Solar PV;2019;Transformation/Losses;Electricity;-65.7756;TJ;green
276;Angola;Solar PV;2019;Consumption(Elect.& Heat);Total;68.2472219;TJ;green
277;Angola;Solar PV;2019;Consumption(Elect.& Heat);Electricity;68.2472219;TJ;green
278;Angola;Solar PV;2019;Gross Electricity&Heat;Electricity;18.271;TJ;green
279;Angola;Solid Biofuels;2020;Primary Energy;Production;62433.81254;TJ;red
280;Angola;Solid Biofuels;2020;Primary Energy;Supply;62433.81254;TJ;red
281;Angola;Solid Biofuels;2020;Transformation/Losses;Electricity;-4711.003769;TJ;red
282;Angola;Solid Biofuels;2020;Transformation/Losses;CHP;-720.0;TJ;red
283;Angola;Solid Biofuels;2020;Transformation/Losses;Charcoal;-27561.303;TJ;red
284;Angola;Solid Biofuels;2020;Final Consumption;Total;29441.50577;TJ;red
285;Angola;Solid Biofuels;2020;Final Consumption;Industry;606.947568;TJ;red
286;Angola;Solid Biofuels;2020;Final Consumption;Residential;28834.5582;TJ;red
287;Angola;Solid Biofuels;2020;Consumption(Elect.& Heat);Total;30139.87159;TJ;red
288;Angola;Solid Biofuels;2020;Consumption(Elect.& Heat);Electricity;698.365817;TJ;red
289;Angola;Solid Biofuels;2020;Consumption(Elect.& Heat);DirectUse;29441.50577;TJ;red
290;Angola;Solid Biofuels;2020;Gross Electricity&Heat;Electricity;200.0;TJ;red
291;Angola;Solid Biofuels;2019;Primary Energy;Production;61285.13858;TJ;red
292;Angola;Solid Biofuels;2019;Primary Energy;Supply;61285.13858;TJ;red
293;Angola;Solid Biofuels;2019;Transformation/Losses;Electricity;-4711.003769;TJ;red
294;Angola;Solid Biofuels;2019;Transformation/Losses;CHP;-720.0;TJ;red
295;Angola;Solid Biofuels;2019;Transformation/Losses;Charcoal;-26731.07892;TJ;red
296;Angola;Solid Biofuels;2019;Final Consumption;Total;29123.05589;TJ;red
297;Angola;Solid Biofuels;2019;Final Consumption;Industry;606.947568;TJ;red
298;Angola;Solid Biofuels;2019;Final Consumption;Residential;28516.10832;TJ;red
299;Angola;Solid Biofuels;2019;Consumption(Elect.& Heat);Total;29870.11102;TJ;red
300;Angola;Solid Biofuels;2019;Consumption(Elect.& Heat);Electricity;747.0551355;TJ;red
301;Angola;Solid Biofuels;2019;Consumption(Elect.& Heat);DirectUse;29123.05589;TJ;red
302;Angola;Solid Biofuels;2019;Gross Electricity&Heat;Electricity;200.0;TJ;red
303;Angola;Charcoal;2020;Primary Energy;Imports;1.232;TJ;red
304;Angola;Charcoal;2020;Primary Energy;Exports;-15.6464;TJ;red
305;Angola;Charcoal;2020;Primary Energy;Supply;-14.4144;TJ;red
306;Angola;Charcoal;2020;Transformation/Losses;Charcoal;12476.31;TJ;red
307;Angola;Charcoal;2020;Final Consumption;Total;12461.8956;TJ;red
308;Angola;Charcoal;2020;Final Consumption;Residential;12461.8956;TJ;red
309;Angola;Charcoal;2020;Consumption(Elect.& Heat);Total;12461.8956;TJ;red
310;Angola;Charcoal;2020;Consumption(Elect.& Heat);DirectUse;12461.8956;TJ;red
311;Angola;Charcoal;2019;Primary Energy;Imports;0.462;TJ;red
312;Angola;Charcoal;2019;Primary Energy;Exports;-4.7432;TJ;red
313;Angola;Charcoal;2019;Primary Energy;Supply;-4.2812;TJ;red
314;Angola;Charcoal;2019;Transformation/Losses;Charcoal;12100.4884;TJ;red
315;Angola;Charcoal;2019;Final Consumption;Total;12096.2072;TJ;red
316;Angola;Charcoal;2019;Final Consumption;Residential;12096.2072;TJ;red
317;Angola;Charcoal;2019;Consumption(Elect.& Heat);Total;12096.2072;TJ;red
318;Angola;Charcoal;2019;Consumption(Elect.& Heat);DirectUse;12096.2072;TJ;red
319;Angola;Electricity;2020;Primary Energy;Imports;3850.936284;TJ;
320;Angola;Electricity;2020;Primary Energy;Supply;3850.936284;TJ;
321;Angola;Electricity;2020;Transformation/Losses;Electricity;50471.79402;TJ;
322;Angola;Electricity;2020;Final Consumption;Total;48955.24398;TJ;
323;Angola;Electricity;2020;Final Consumption;Industry;16488.27236;TJ;
324;Angola;Electricity;2020;Final Consumption;Residential;32466.97162;TJ;
325;Angola;Electricity;2019;Primary Energy;Imports;3755.259313;TJ;
326;Angola;Electricity;2019;Primary Energy;Supply;3755.259313;TJ;
327;Angola;Electricity;2019;Primary Energy;Differences;-5234.130485;TJ;
328;Angola;Electricity;2019;Transformation/Losses;Electricity;46010.0451;TJ;
329;Angola;Electricity;2019;Final Consumption;Total;47738.94511;TJ;
330;Angola;Electricity;2019;Final Consumption;Industry;16092.74988;TJ;
331;Angola;Electricity;2019;Final Consumption;Residential;31646.19523;TJ;
332;Angola;GrandTotal;2020;Primary Energy;Production;112185.6066;TJ;
333;Angola;GrandTotal;2020;Primary Energy;Imports;3852.168284;TJ;
334;Angola;GrandTotal;2020;Primary Energy;Exports;-15.6464;TJ;
