id;country;technologyAndSource;year;mainCategory;subCategory;value;unit;Green_Red
4577;Chinese Taipei;Solid Biofuels;2020;Final Consumption;Total;5260.985;TJ;red
4578;Chinese Taipei;Solid Biofuels;2020;Final Consumption;Industry;5260.985;TJ;red
4579;Chinese Taipei;Solid Biofuels;2020;Consumption(Elect.& Heat);Total;5720.173361;TJ;red
4580;Chinese Taipei;Solid Biofuels;2020;Consumption(Elect.& Heat);Electricity;459.1883613;TJ;red
4581;Chinese Taipei;Solid Biofuels;2020;Consumption(Elect.& Heat);DirectUse;5260.985;TJ;red
4582;Chinese Taipei;Solid Biofuels;2020;Gross Electricity&Heat;Electricity;141.8278024;TJ;red
4583;Chinese Taipei;Solid Biofuels;2019;Primary Energy;Production;6779.887;TJ;red
4584;Chinese Taipei;Solid Biofuels;2019;Primary Energy;Supply;6779.887;TJ;red
4585;Chinese Taipei;Solid Biofuels;2019;Transformation/Losses;CHP;-1709.1862;TJ;red
4586;Chinese Taipei;Solid Biofuels;2019;Final Consumption;Total;5070.697;TJ;red
4587;Chinese Taipei;Solid Biofuels;2019;Final Consumption;Industry;5070.697;TJ;red
4588;Chinese Taipei;Solid Biofuels;2019;Consumption(Elect.& Heat);Total;5566.775819;TJ;red
4589;Chinese Taipei;Solid Biofuels;2019;Consumption(Elect.& Heat);Electricity;496.0788187;TJ;red
4590;Chinese Taipei;Solid Biofuels;2019;Consumption(Elect.& Heat);DirectUse;5070.697;TJ;red
4591;Chinese Taipei;Solid Biofuels;2019;Gross Electricity&Heat;Electricity;153.499331;TJ;red
4592;Chinese Taipei;Liquid Biofuels;2020;Primary Energy;Production;0.9573764;TJ;red
4593;Chinese Taipei;Liquid Biofuels;2020;Primary Energy;Imports;2.3696292;TJ;red
4594;Chinese Taipei;Liquid Biofuels;2020;Primary Energy;Stock;-0.1350184;TJ;red
4595;Chinese Taipei;Liquid Biofuels;2020;Primary Energy;Supply;3.1919872;TJ;red
4596;Chinese Taipei;Liquid Biofuels;2020;Final Consumption;Total;3.1919872;TJ;red
4597;Chinese Taipei;Liquid Biofuels;2020;Final Consumption;Transport;3.1919872;TJ;red
4598;Chinese Taipei;Liquid Biofuels;2020;Consumption(Elect.& Heat);Total;3.1919872;TJ;red
4599;Chinese Taipei;Liquid Biofuels;2020;Consumption(Elect.& Heat);DirectUse;3.1919872;TJ;red
4600;Chinese Taipei;Liquid Biofuels;2019;Primary Energy;Production;0.6564928;TJ;red
4601;Chinese Taipei;Liquid Biofuels;2019;Primary Energy;Imports;2.9558792;TJ;red
4602;Chinese Taipei;Liquid Biofuels;2019;Primary Energy;Stock;0.4796396;TJ;red
4603;Chinese Taipei;Liquid Biofuels;2019;Primary Energy;Supply;4.0920116;TJ;red
4604;Chinese Taipei;Liquid Biofuels;2019;Final Consumption;Total;4.0920116;TJ;red
4605;Chinese Taipei;Liquid Biofuels;2019;Final Consumption;Transport;4.0920116;TJ;red
4606;Chinese Taipei;Liquid Biofuels;2019;Consumption(Elect.& Heat);Total;4.0920116;TJ;red
4607;Chinese Taipei;Liquid Biofuels;2019;Consumption(Elect.& Heat);DirectUse;4.0920116;TJ;red
4608;Chinese Taipei;Biogas;2020;Primary Energy;Production;789.749;TJ;green
4609;Chinese Taipei;Biogas;2020;Primary Energy;Supply;789.749;TJ;green
4610;Chinese Taipei;Biogas;2020;Transformation/Losses;Electricity;-777.786;TJ;green
4611;Chinese Taipei;Biogas;2020;Final Consumption;Total;11.963;TJ;green
4612;Chinese Taipei;Biogas;2020;Final Consumption;Industry;11.963;TJ;green
4613;Chinese Taipei;Biogas;2020;Consumption(Elect.& Heat);Total;210.0169831;TJ;green
4614;Chinese Taipei;Biogas;2020;Consumption(Elect.& Heat);Electricity;198.0539831;TJ;green
4615;Chinese Taipei;Biogas;2020;Consumption(Elect.& Heat);DirectUse;11.963;TJ;green
4616;Chinese Taipei;Biogas;2020;Gross Electricity&Heat;Electricity;61.17219761;TJ;green
4617;Chinese Taipei;Biogas;2019;Primary Energy;Production;244.066;TJ;green
4618;Chinese Taipei;Biogas;2019;Primary Energy;Supply;244.066;TJ;green
4619;Chinese Taipei;Biogas;2019;Transformation/Losses;Electricity;-204.346;TJ;green
4620;Chinese Taipei;Biogas;2019;Transformation/Losses;CHP;-11.273;TJ;green
4621;Chinese Taipei;Biogas;2019;Final Consumption;Total;28.447;TJ;green
4622;Chinese Taipei;Biogas;2019;Final Consumption;Industry;28.447;TJ;green
4623;Chinese Taipei;Biogas;2019;Consumption(Elect.& Heat);Total;81.77382776;TJ;green
4624;Chinese Taipei;Biogas;2019;Consumption(Elect.& Heat);Electricity;53.32682776;TJ;green
4625;Chinese Taipei;Biogas;2019;Consumption(Elect.& Heat);DirectUse;28.447;TJ;green
4626;Chinese Taipei;Biogas;2019;Gross Electricity&Heat;Electricity;16.500669;TJ;green
4627;Chinese Taipei;Pellets;2020;Primary Energy;Imports;180.7056;TJ;green
4628;Chinese Taipei;Pellets;2020;Primary Energy;Supply;180.7056;TJ;green
4629;Chinese Taipei;Pellets;2020;Transformation/Losses;CHP;-180.7056;TJ;green
4630;Chinese Taipei;Pellets;2019;Primary Energy;Imports;311.5818;TJ;green
4631;Chinese Taipei;Pellets;2019;Primary Energy;Supply;311.5818;TJ;green
4632;Chinese Taipei;Pellets;2019;Transformation/Losses;CHP;-311.5818;TJ;green
4633;Chinese Taipei;Electricity;2020;Transformation/Losses;Electricity;41787.90273;TJ;
4634;Chinese Taipei;Electricity;2020;Transformation/Losses;CHP;6921.897271;TJ;
4635;Chinese Taipei;Electricity;2020;Transformation/Losses;OwnUse;-3356.886245;TJ;
4636;Chinese Taipei;Electricity;2020;Transformation/Losses;Distribution;-1545.930794;TJ;
4637;Chinese Taipei;Electricity;2020;Final Consumption;Total;43806.98296;TJ;
4638;Chinese Taipei;Electricity;2020;Final Consumption;Industry;26210.75072;TJ;
4639;Chinese Taipei;Electricity;2020;Final Consumption;Transport;257.5131321;TJ;
4640;Chinese Taipei;Electricity;2020;Final Consumption;Commerce;8039.660833;TJ;
4641;Chinese Taipei;Electricity;2020;Final Consumption;Residential;8729.903832;TJ;
4642;Chinese Taipei;Electricity;2020;Final Consumption;Other;569.1544465;TJ;
4643;Chinese Taipei;Electricity;2019;Transformation/Losses;Electricity;41280.30805;TJ;
4644;Chinese Taipei;Electricity;2019;Transformation/Losses;CHP;7089.291954;TJ;
4645;Chinese Taipei;Electricity;2019;Transformation/Losses;OwnUse;-3453.149368;TJ;
4646;Chinese Taipei;Electricity;2019;Transformation/Losses;Distribution;-1494.013773;TJ;
4647;Chinese Taipei;Electricity;2019;Final Consumption;Total;43422.43686;TJ;
4648;Chinese Taipei;Electricity;2019;Final Consumption;Industry;26051.3205;TJ;
4649;Chinese Taipei;Electricity;2019;Final Consumption;Transport;264.4557855;TJ;
4650;Chinese Taipei;Electricity;2019;Final Consumption;Commerce;8244.754434;TJ;
4651;Chinese Taipei;Electricity;2019;Final Consumption;Residential;8324.68567;TJ;
4652;Chinese Taipei;Electricity;2019;Final Consumption;Other;537.2204679;TJ;
4653;Chinese Taipei;GrandTotal;2020;Primary Energy;Production;84624.98578;TJ;
4654;Chinese Taipei;GrandTotal;2020;Primary Energy;Imports;183.0752292;TJ;
4655;Chinese Taipei;GrandTotal;2020;Primary Energy;Stock;-0.1350184;TJ;
4656;Chinese Taipei;GrandTotal;2020;Primary Energy;Supply;84807.92599;TJ;
4657;Chinese Taipei;GrandTotal;2020;Transformation/Losses;Electricity;-559.0832712;TJ;
4658;Chinese Taipei;GrandTotal;2020;Transformation/Losses;CHP;-19544.37745;TJ;
4659;Chinese Taipei;GrandTotal;2020;Transformation/Losses;OwnUse;-3356.886245;TJ;
4660;Chinese Taipei;GrandTotal;2020;Transformation/Losses;Distribution;-1545.930794;TJ;
4661;Chinese Taipei;GrandTotal;2020;Final Consumption;Total;59801.64063;TJ;
4662;Chinese Taipei;GrandTotal;2020;Final Consumption;Industry;37829.7744;TJ;
4663;Chinese Taipei;GrandTotal;2020;Final Consumption;Transport;260.7051193;TJ;
4664;Chinese Taipei;GrandTotal;2020;Final Consumption;Commerce;8170.833833;TJ;
4665;Chinese Taipei;GrandTotal;2020;Final Consumption;Residential;12971.17283;TJ;
4666;Chinese Taipei;GrandTotal;2020;Final Consumption;Other;569.1544465;TJ;
4667;Chinese Taipei;GrandTotal;2020;Consumption(Elect.& Heat);Total;59801.64063;TJ;
4668;Chinese Taipei;GrandTotal;2020;Consumption(Elect.& Heat);Electricity;43806.98296;TJ;
4669;Chinese Taipei;GrandTotal;2020;Consumption(Elect.& Heat);DirectUse;15994.65767;TJ;
4670;Chinese Taipei;GrandTotal;2020;Gross Electricity&Heat;Electricity;13530.5;TJ;
4671;Chinese Taipei;GrandTotal;2019;Primary Energy;Production;84324.65853;TJ;
4672;Chinese Taipei;GrandTotal;2019;Primary Energy;Imports;314.5376792;TJ;
4673;Chinese Taipei;GrandTotal;2019;Primary Energy;Stock;0.4796396;TJ;
4674;Chinese Taipei;GrandTotal;2019;Primary Energy;Supply;84639.67585;TJ;
4675;Chinese Taipei;GrandTotal;2019;Transformation/Losses;Electricity;-147.637954;TJ;
4676;Chinese Taipei;GrandTotal;2019;Transformation/Losses;CHP;-20346.22393;TJ;
4677;Chinese Taipei;GrandTotal;2019;Transformation/Losses;OwnUse;-3453.149368;TJ;
4678;Chinese Taipei;GrandTotal;2019;Transformation/Losses;Distribution;-1494.013773;TJ;
4679;Chinese Taipei;GrandTotal;2019;Final Consumption;Total;59198.64703;TJ;
4680;Chinese Taipei;GrandTotal;2019;Final Consumption;Industry;37592.34266;TJ;
4681;Chinese Taipei;GrandTotal;2019;Final Consumption;Transport;268.5477971;TJ;
4682;Chinese Taipei;GrandTotal;2019;Final Consumption;Commerce;8371.687434;TJ;
4683;Chinese Taipei;GrandTotal;2019;Final Consumption;Residential;12428.84867;TJ;
4684;Chinese Taipei;GrandTotal;2019;Final Consumption;Other;537.2204679;TJ;
4685;Chinese Taipei;GrandTotal;2019;Consumption(Elect.& Heat);Total;59198.64703;TJ;
4686;Chinese Taipei;GrandTotal;2019;Consumption(Elect.& Heat);Electricity;43422.43686;TJ;
4687;Chinese Taipei;GrandTotal;2019;Consumption(Elect.& Heat);DirectUse;15776.21017;TJ;
4688;Chinese Taipei;GrandTotal;2019;Gross Electricity&Heat;Electricity;13436.0;TJ;
4689;Colombia;Hydropower;2020;Primary Energy;Production;179918.5031;TJ;green
4690;Colombia;Hydropower;2020;Primary Energy;Supply;179918.5031;TJ;green
4691;Colombia;Hydropower;2020;Transformation/Losses;Electricity;-179918.5031;TJ;green
4692;Colombia;Hydropower;2020;Consumption(Elect.& Heat);Total;150305.8218;TJ;green
4693;Colombia;Hydropower;2020;Consumption(Elect.& Heat);Electricity;150305.8218;TJ;green
4694;Colombia;Hydropower;2020;Gross Electricity&Heat;Electricity;49977.36198;TJ;green
4695;Colombia;Hydropower;2019;Primary Energy;Production;196546.0108;TJ;green
4696;Colombia;Hydropower;2019;Primary Energy;Supply;196546.0108;TJ;green
4697;Colombia;Hydropower;2019;Transformation/Losses;Electricity;-196546.0108;TJ;green
4698;Colombia;Hydropower;2019;Consumption(Elect.& Heat);Total;167017.2105;TJ;green
4699;Colombia;Hydropower;2019;Consumption(Elect.& Heat);Electricity;167017.2105;TJ;green
4700;Colombia;Hydropower;2019;Gross Electricity&Heat;Electricity;54596.1141;TJ;green
4701;Colombia;Wind;2020;Primary Energy;Production;36.41978851;TJ;green
4702;Colombia;Wind;2020;Primary Energy;Supply;36.41978851;TJ;green
4703;Colombia;Wind;2020;Transformation/Losses;Electricity;-36.41978851;TJ;green
4704;Colombia;Wind;2020;Consumption(Elect.& Heat);Total;30.4254768;TJ;green
4705;Colombia;Wind;2020;Consumption(Elect.& Heat);Electricity;30.4254768;TJ;green
4706;Colombia;Wind;2020;Gross Electricity&Heat;Electricity;10.11660792;TJ;green
4707;Colombia;Wind;2019;Primary Energy;Production;227.966626;TJ;green
4708;Colombia;Wind;2019;Primary Energy;Supply;227.966626;TJ;green
4709;Colombia;Wind;2019;Transformation/Losses;Electricity;-227.966626;TJ;green
4710;Colombia;Wind;2019;Consumption(Elect.& Heat);Total;193.717236;TJ;green
4711;Colombia;Wind;2019;Consumption(Elect.& Heat);Electricity;193.717236;TJ;green
4712;Colombia;Wind;2019;Gross Electricity&Heat;Electricity;63.32406278;TJ;green
4713;Colombia;Solar PV;2020;Primary Energy;Production;739.9207647;TJ;green
4714;Colombia;Solar PV;2020;Primary Energy;Supply;739.9207647;TJ;green
4715;Colombia;Solar PV;2020;Transformation/Losses;Electricity;-739.9207647;TJ;green
4716;Colombia;Solar PV;2020;Consumption(Elect.& Heat);Total;618.1376383;TJ;green
4717;Colombia;Solar PV;2020;Consumption(Elect.& Heat);Electricity;618.1376383;TJ;green
4718;Colombia;Solar PV;2020;Gross Electricity&Heat;Electricity;205.5335457;TJ;green
4719;Colombia;Solar PV;2019;Primary Energy;Production;501.955387;TJ;green
4720;Colombia;Solar PV;2019;Primary Energy;Supply;501.955387;TJ;green
4721;Colombia;Solar PV;2019;Transformation/Losses;Electricity;-501.955387;TJ;green
4722;Colombia;Solar PV;2019;Consumption(Elect.& Heat);Total;426.5423053;TJ;green
4723;Colombia;Solar PV;2019;Consumption(Elect.& Heat);Electricity;426.5423053;TJ;green
4724;Colombia;Solar PV;2019;Gross Electricity&Heat;Electricity;139.432052;TJ;green
4725;Colombia;Solid Biofuels;2020;Primary Energy;Production;174157.9495;TJ;red
4726;Colombia;Solid Biofuels;2020;Primary Energy;Supply;174157.9495;TJ;red
4727;Colombia;Solid Biofuels;2020;Transformation/Losses;CHP;-22180.9443;TJ;red
4728;Colombia;Solid Biofuels;2020;Transformation/Losses;Charcoal;-36.7942757;TJ;red
4729;Colombia;Solid Biofuels;2020;Final Consumption;Total;151940.2109;TJ;red
4730;Colombia;Solid Biofuels;2020;Final Consumption;Industry;47079.93084;TJ;red
4731;Colombia;Solid Biofuels;2020;Final Consumption;Residential;92824.2605;TJ;red
4732;Colombia;Solid Biofuels;2020;Final Consumption;Other;12036.01959;TJ;red
4733;Colombia;Solid Biofuels;2020;Consumption(Elect.& Heat);Total;157089.4834;TJ;red
4734;Colombia;Solid Biofuels;2020;Consumption(Elect.& Heat);Electricity;5149.272443;TJ;red
4735;Colombia;Solid Biofuels;2020;Consumption(Elect.& Heat);DirectUse;151940.2109;TJ;red
4736;Colombia;Solid Biofuels;2020;Gross Electricity&Heat;Electricity;1712.156254;TJ;red
4737;Colombia;Solid Biofuels;2019;Primary Energy;Production;193966.9545;TJ;red
4738;Colombia;Solid Biofuels;2019;Primary Energy;Supply;193966.9545;TJ;red
4739;Colombia;Solid Biofuels;2019;Primary Energy;Differences;-1.51e-10;TJ;red
4740;Colombia;Solid Biofuels;2019;Transformation/Losses;CHP;-18448.70686;TJ;red
4741;Colombia;Solid Biofuels;2019;Transformation/Losses;Charcoal;-1008.455968;TJ;red
4742;Colombia;Solid Biofuels;2019;Final Consumption;Total;174509.7917;TJ;red
4743;Colombia;Solid Biofuels;2019;Final Consumption;Industry;66022.49246;TJ;red
4744;Colombia;Solid Biofuels;2019;Final Consumption;Residential;96004.24993;TJ;red
4745;Colombia;Solid Biofuels;2019;Final Consumption;Other;12483.04932;TJ;red
4746;Colombia;Solid Biofuels;2019;Consumption(Elect.& Heat);Total;179580.0879;TJ;red
4747;Colombia;Solid Biofuels;2019;Consumption(Elect.& Heat);Electricity;5070.296185;TJ;red
4748;Colombia;Solid Biofuels;2019;Consumption(Elect.& Heat);DirectUse;174509.7917;TJ;red
4749;Colombia;Solid Biofuels;2019;Gross Electricity&Heat;Electricity;1657.424814;TJ;red
4750;Colombia;Liquid Biofuels;2020;Primary Energy;Production;26054.4;TJ;red
4751;Colombia;Liquid Biofuels;2020;Primary Energy;Imports;2917.7;TJ;red
4752;Colombia;Liquid Biofuels;2020;Primary Energy;Stock;-436.06;TJ;red
4753;Colombia;Liquid Biofuels;2020;Primary Energy;Supply;28536.04;TJ;red
4754;Colombia;Liquid Biofuels;2020;Primary Energy;Differences;0.33;TJ;red
4755;Colombia;Liquid Biofuels;2020;Final Consumption;Total;28536.37;TJ;red
4756;Colombia;Liquid Biofuels;2020;Final Consumption;Transport;28536.37;TJ;red
4757;Colombia;Liquid Biofuels;2020;Consumption(Elect.& Heat);Total;28536.37;TJ;red
4758;Colombia;Liquid Biofuels;2020;Consumption(Elect.& Heat);DirectUse;28536.37;TJ;red
4759;Colombia;Liquid Biofuels;2019;Primary Energy;Production;27619.47656;TJ;red
4760;Colombia;Liquid Biofuels;2019;Primary Energy;Imports;5273.052831;TJ;red
4761;Colombia;Liquid Biofuels;2019;Primary Energy;Stock;445.04626;TJ;red
4762;Colombia;Liquid Biofuels;2019;Primary Energy;Supply;33337.57565;TJ;red
4763;Colombia;Liquid Biofuels;2019;Primary Energy;Differences;-484.0667549;TJ;red
4764;Colombia;Liquid Biofuels;2019;Final Consumption;Total;32853.50889;TJ;red
4765;Colombia;Liquid Biofuels;2019;Final Consumption;Transport;32853.50889;TJ;red
4766;Colombia;Liquid Biofuels;2019;Consumption(Elect.& Heat);Total;32853.50889;TJ;red
4767;Colombia;Liquid Biofuels;2019;Consumption(Elect.& Heat);DirectUse;32853.50889;TJ;red
4768;Colombia;Biogas;2020;Primary Energy;Production;1.523890909;TJ;green
4769;Colombia;Biogas;2020;Primary Energy;Supply;1.523890909;TJ;green
4770;Colombia;Biogas;2020;Transformation/Losses;Electricity;-1.523890909;TJ;green
4771;Colombia;Biogas;2020;Consumption(Elect.& Heat);Total;0.792620854;TJ;green
4772;Colombia;Biogas;2020;Consumption(Elect.& Heat);Electricity;0.792620854;TJ;green
4773;Colombia;Biogas;2020;Gross Electricity&Heat;Electricity;0.26355;TJ;green
4774;Colombia;Biogas;2019;Primary Energy;Production;41.72629091;TJ;green
4775;Colombia;Biogas;2019;Primary Energy;Supply;41.72629091;TJ;green
4776;Colombia;Biogas;2019;Transformation/Losses;Electricity;-41.72629091;TJ;green
4777;Colombia;Biogas;2019;Consumption(Elect.& Heat);Total;3.869250469;TJ;green
4778;Colombia;Biogas;2019;Consumption(Elect.& Heat);Electricity;3.869250469;TJ;green
4779;Colombia;Biogas;2019;Gross Electricity&Heat;Electricity;1.264816;TJ;green
4780;Colombia;Charcoal;2020;Primary Energy;Exports;-5.674563326;TJ;red
4781;Colombia;Charcoal;2020;Primary Energy;Supply;-5.674563326;TJ;red
4782;Colombia;Charcoal;2020;Transformation/Losses;Charcoal;11.78303613;TJ;red
4783;Colombia;Charcoal;2020;Final Consumption;Total;6.108472799;TJ;red
4784;Colombia;Charcoal;2020;Final Consumption;Industry;6.108472799;TJ;red
4785;Colombia;Charcoal;2020;Consumption(Elect.& Heat);Total;6.108472799;TJ;red
4786;Colombia;Charcoal;2020;Consumption(Elect.& Heat);DirectUse;6.108472799;TJ;red
4787;Colombia;Charcoal;2019;Primary Energy;Exports;-272.1576389;TJ;red
4788;Colombia;Charcoal;2019;Primary Energy;Supply;-272.1576389;TJ;red
4789;Colombia;Charcoal;2019;Primary Energy;Differences;-8.1e-13;TJ;red
4790;Colombia;Charcoal;2019;Transformation/Losses;Charcoal;322.9489607;TJ;red
4791;Colombia;Charcoal;2019;Final Consumption;Total;50.79132177;TJ;red
4792;Colombia;Charcoal;2019;Final Consumption;Industry;50.79132177;TJ;red
4793;Colombia;Charcoal;2019;Consumption(Elect.& Heat);Total;50.79132177;TJ;red
4794;Colombia;Charcoal;2019;Consumption(Elect.& Heat);DirectUse;50.79132177;TJ;red
4795;Colombia;Electricity;2020;Primary Energy;Imports;3046.099329;TJ;
4796;Colombia;Electricity;2020;Primary Energy;Exports;-586.9343472;TJ;
4797;Colombia;Electricity;2020;Primary Energy;Supply;2459.164982;TJ;
4798;Colombia;Electricity;2020;Primary Energy;Differences;0.001601521;TJ;
4799;Colombia;Electricity;2020;Transformation/Losses;Electricity;180696.355;TJ;
4800;Colombia;Electricity;2020;Transformation/Losses;CHP;6163.2;TJ;
4801;Colombia;Electricity;2020;Transformation/Losses;OwnUse;-17650.10413;TJ;
4802;Colombia;Electricity;2020;Transformation/Losses;Distribution;-14416.67143;TJ;
4803;Colombia;Electricity;2020;Final Consumption;Total;156104.45;TJ;
4804;Colombia;Electricity;2020;Final Consumption;Industry;49871.09624;TJ;
4805;Colombia;Electricity;2020;Final Consumption;Transport;188.9173959;TJ;
4806;Colombia;Electricity;2020;Final Consumption;Commerce;35824.86216;TJ;
4807;Colombia;Electricity;2020;Final Consumption;Residential;57004.17893;TJ;
4808;Colombia;Electricity;2020;Final Consumption;Other;13215.39525;TJ;
4809;Colombia;Electricity;2019;Primary Energy;Imports;4437.013794;TJ;
4810;Colombia;Electricity;2019;Primary Energy;Exports;-14.68408094;TJ;
4811;Colombia;Electricity;2019;Primary Energy;Supply;4422.329713;TJ;
4812;Colombia;Electricity;2019;Transformation/Losses;Electricity;197281.2378;TJ;
4813;Colombia;Electricity;2019;Transformation/Losses;CHP;5965.9776;TJ;
4814;Colombia;Electricity;2019;Transformation/Losses;OwnUse;-19434.47737;TJ;
4815;Colombia;Electricity;2019;Transformation/Losses;Distribution;-14391.12992;TJ;
4816;Colombia;Electricity;2019;Final Consumption;Total;172711.6354;TJ;
4817;Colombia;Electricity;2019;Final Consumption;Industry;59927.58983;TJ;
4818;Colombia;Electricity;2019;Final Consumption;Transport;265.108242;TJ;
4819;Colombia;Electricity;2019;Final Consumption;Commerce;41108.16741;TJ;
4820;Colombia;Electricity;2019;Final Consumption;Residential;62337.0413;TJ;
4821;Colombia;Electricity;2019;Final Consumption;Other;9073.728666;TJ;
4822;Colombia;GrandTotal;2020;Primary Energy;Production;380908.7171;TJ;
4823;Colombia;GrandTotal;2020;Primary Energy;Imports;5963.799329;TJ;
4824;Colombia;GrandTotal;2020;Primary Energy;Exports;-592.6089105;TJ;
4825;Colombia;GrandTotal;2020;Primary Energy;Stock;-436.06;TJ;
4826;Colombia;GrandTotal;2020;Primary Energy;Supply;385843.8475;TJ;
4827;Colombia;GrandTotal;2020;Primary Energy;Differences;0.331601521;TJ;
4828;Colombia;GrandTotal;2020;Transformation/Losses;Electricity;-0.012596155;TJ;
4829;Colombia;GrandTotal;2020;Transformation/Losses;CHP;-16017.7443;TJ;
4830;Colombia;GrandTotal;2020;Transformation/Losses;Charcoal;-25.01123958;TJ;
4831;Colombia;GrandTotal;2020;Transformation/Losses;OwnUse;-17650.10413;TJ;
4832;Colombia;GrandTotal;2020;Transformation/Losses;Distribution;-14416.67143;TJ;
4833;Colombia;GrandTotal;2020;Final Consumption;Total;336587.1394;TJ;
4834;Colombia;GrandTotal;2020;Final Consumption;Industry;96957.13555;TJ;
4835;Colombia;GrandTotal;2020;Final Consumption;Transport;28725.2874;TJ;
4836;Colombia;GrandTotal;2020;Final Consumption;Commerce;35824.86216;TJ;
4837;Colombia;GrandTotal;2020;Final Consumption;Residential;149828.4394;TJ;
4838;Colombia;GrandTotal;2020;Final Consumption;Other;25251.41484;TJ;
4839;Colombia;GrandTotal;2020;Consumption(Elect.& Heat);Total;336587.1394;TJ;
4840;Colombia;GrandTotal;2020;Consumption(Elect.& Heat);Electricity;156104.45;TJ;
4841;Colombia;GrandTotal;2020;Consumption(Elect.& Heat);DirectUse;180482.6894;TJ;
4842;Colombia;GrandTotal;2020;Gross Electricity&Heat;Electricity;51905.43193;TJ;
4843;Colombia;GrandTotal;2019;Primary Energy;Production;418904.0902;TJ;
4844;Colombia;GrandTotal;2019;Primary Energy;Imports;9710.066625;TJ;
4845;Colombia;GrandTotal;2019;Primary Energy;Exports;-286.8417199;TJ;
4846;Colombia;GrandTotal;2019;Primary Energy;Stock;445.04626;TJ;
4847;Colombia;GrandTotal;2019;Primary Energy;Supply;428772.3613;TJ;
4848;Colombia;GrandTotal;2019;Primary Energy;Differences;-484.0667549;TJ;
4849;Colombia;GrandTotal;2019;Transformation/Losses;Electricity;-36.42122256;TJ;
4850;Colombia;GrandTotal;2019;Transformation/Losses;CHP;-12482.72926;TJ;
4851;Colombia;GrandTotal;2019;Transformation/Losses;Charcoal;-685.507007;TJ;
4852;Colombia;GrandTotal;2019;Transformation/Losses;OwnUse;-19434.47737;TJ;
4853;Colombia;GrandTotal;2019;Transformation/Losses;Distribution;-14391.12992;TJ;
4854;Colombia;GrandTotal;2019;Final Consumption;Total;380125.7274;TJ;
4855;Colombia;GrandTotal;2019;Final Consumption;Industry;126000.8736;TJ;
4856;Colombia;GrandTotal;2019;Final Consumption;Transport;33118.61714;TJ;
4857;Colombia;GrandTotal;2019;Final Consumption;Commerce;41108.16741;TJ;
4858;Colombia;GrandTotal;2019;Final Consumption;Residential;158341.2912;TJ;
4859;Colombia;GrandTotal;2019;Final Consumption;Other;21556.77799;TJ;
4860;Colombia;GrandTotal;2019;Consumption(Elect.& Heat);Total;380125.7274;TJ;
4861;Colombia;GrandTotal;2019;Consumption(Elect.& Heat);Electricity;172711.6354;TJ;
4862;Colombia;GrandTotal;2019;Consumption(Elect.& Heat);DirectUse;207414.0919;TJ;
4863;Colombia;GrandTotal;2019;Gross Electricity&Heat;Electricity;56457.55984;TJ;
4864;Comoros;Solid Biofuels;2020;Primary Energy;Production;3804.6267;TJ;red
4865;Comoros;Solid Biofuels;2020;Primary Energy;Supply;3804.6267;TJ;red
4866;Comoros;Solid Biofuels;2020;Transformation/Losses;Charcoal;-3465.00504;TJ;red
4867;Comoros;Solid Biofuels;2020;Final Consumption;Total;339.62166;TJ;red
4868;Comoros;Solid Biofuels;2020;Final Consumption;Industry;22.80957685;TJ;red
4869;Comoros;Solid Biofuels;2020;Final Consumption;Residential;316.8120831;TJ;red
4870;Comoros;Solid Biofuels;2020;Consumption(Elect.& Heat);Total;339.62166;TJ;red
4871;Comoros;Solid Biofuels;2020;Consumption(Elect.& Heat);DirectUse;339.62166;TJ;red
4872;Comoros;Solid Biofuels;2019;Primary Energy;Production;3725.09928;TJ;red
4873;Comoros;Solid Biofuels;2019;Primary Energy;Supply;3725.09928;TJ;red
4874;Comoros;Solid Biofuels;2019;Transformation/Losses;Charcoal;-3387.64356;TJ;red
4875;Comoros;Solid Biofuels;2019;Final Consumption;Total;337.45572;TJ;red
4876;Comoros;Solid Biofuels;2019;Final Consumption;Industry;22.95547319;TJ;red
4877;Comoros;Solid Biofuels;2019;Final Consumption;Residential;314.5002468;TJ;red
4878;Comoros;Solid Biofuels;2019;Consumption(Elect.& Heat);Total;337.45572;TJ;red
4879;Comoros;Solid Biofuels;2019;Consumption(Elect.& Heat);DirectUse;337.45572;TJ;red
4880;Comoros;Charcoal;2020;Transformation/Losses;Charcoal;1568.5208;TJ;red
4881;Comoros;Charcoal;2020;Final Consumption;Total;1568.5208;TJ;red
4882;Comoros;Charcoal;2020;Final Consumption;Residential;1568.5208;TJ;red
4883;Comoros;Charcoal;2020;Consumption(Elect.& Heat);Total;1568.5208;TJ;red
4884;Comoros;Charcoal;2020;Consumption(Elect.& Heat);DirectUse;1568.5208;TJ;red
4885;Comoros;Charcoal;2019;Transformation/Losses;Charcoal;1533.5012;TJ;red
4886;Comoros;Charcoal;2019;Final Consumption;Total;1533.5012;TJ;red
4887;Comoros;Charcoal;2019;Final Consumption;Residential;1533.5012;TJ;red
4888;Comoros;Charcoal;2019;Consumption(Elect.& Heat);Total;1533.5012;TJ;red
4889;Comoros;Charcoal;2019;Consumption(Elect.& Heat);DirectUse;1533.5012;TJ;red
4890;Comoros;GrandTotal;2020;Primary Energy;Production;3804.6267;TJ;
4891;Comoros;GrandTotal;2020;Primary Energy;Supply;3804.6267;TJ;
4892;Comoros;GrandTotal;2020;Transformation/Losses;Charcoal;-1896.48424;TJ;
