id;country;subCommodity;year2008;year2009;year2010;year2011;year2012;year2013;year2014;year2015;year2016;year2017;year2018;eip;mat
81;Sweden;Ores&concentrates;274900.0;127500.0;169000.0;128600.0;135900.0;79000.0;221900.0;281200.0;154800.0;305747.0;294221.0;i;chromium
82;Switzerland;Metal;134.0;38.0;74.0;71.0;93.0;147.0;104.0;149.0;101.0;132.0;145.0;i;chromium
83;Switzerland;Ores&concentrates;1510.0;974.0;1051.0;809.0;1359.0;1253.0;643.0;669.0;539.0;740.0;746.0;i;chromium
84;Turkey;Metal;60.0;54.0;65.0;108.0;91.0;183.0;131.0;110.0;101.0;343.0;404.0;i;chromium
85;Turkey;Ores&concentrates;119806.0;113461.0;113487.0;122070.0;162266.0;152549.0;129697.0;136425.0;131152.0;185924.0;193070.0;i;chromium
86;United Kingdom;Metal;3099.0;2904.0;3007.0;2346.0;1663.0;1751.0;1829.0;1608.0;1422.0;1227.0;1688.0;i;chromium
87;United Kingdom;Ores&concentrates;117715.0;33867.0;7084.0;10572.0;9124.0;10033.0;8111.0;5100.0;5092.0;5460.0;7149.0;i;chromium
88;Afghanistan;Ores&concentrates;6491.0;6000.0;4500.0;4500.0;4678.0;5040.0;6369.0;5682.0;4545.0;4500.0;4500.0;p;chromium
89;Albania;Ores&concentrates;220536.0;288759.0;334467.0;330938.0;365749.0;529592.0;683874.0;639909.0;726671.0;808016.0;1142719.0;p;chromium
90;Australia;Ores&concentrates;142000.0;182000.0;181200.0;323800.0;452300.0;355200.0;nan;nan;nan;nan;nan;p;chromium
91;Brazil;Ores&concentrates;664000.0;365210.0;520129.0;542512.0;472501.0;485951.0;716674.0;527000.0;500000.0;542989.0;567300.0;p;chromium
92;China;Ores&concentrates;220000.0;220000.0;220000.0;211000.0;123000.0;105000.0;24000.0;22700.0;25444.0;30000.0;30000.0;p;chromium
93;Colombia;Ores&concentrates;nan;nan;nan;nan;17.0;187.0;128.0;30.0;nan;nan;nan;p;chromium
94;Finland;Ores&concentrates;614000.0;247000.0;598000.0;692527.0;425217.0;981752.0;1034750.0;946188.0;1070281.0;972028.0;1099438.0;p;chromium
95;India;Ores&concentrates;4073479.0;3425580.0;4325699.0;2923435.0;2833895.0;2878320.0;2164163.0;2915584.0;3727780.0;3480941.0;3970691.0;p;chromium
96;Iran;Ores&concentrates;268586.0;274511.0;350000.0;440000.0;411566.0;344169.0;359332.0;276570.0;342332.0;301119.0;259918.0;p;chromium
97;Kazakhstan;Ores&concentrates;4207000.0;4678000.0;5092000.0;5059000.0;5233000.0;5255000.0;5410700.0;5382800.0;5542900.0;6313300.0;6888800.0;p;chromium
98;Kosovo;Ores&concentrates;0.0;0.0;0.0;0.0;2860.0;8950.0;12700.0;nan;nan;nan;nan;p;chromium
99;Madagascar;Ores&concentrates;112600.0;131800.0;134500.0;66700.0;110000.0;58100.0;53657.0;88560.0;71043.0;64200.0;35381.0;p;chromium
100;Oman;Ores&concentrates;859748.0;636482.0;865400.0;616700.0;554800.0;787700.0;751200.0;442600.0;450800.0;631600.0;884900.0;p;chromium
101;Pakistan;Ores&concentrates;390000.0;300000.0;540000.0;450000.0;500000.0;490000.0;350000.0;330000.0;230000.0;350000.0;324700.0;p;chromium
102;Papua New Guinea;Ores&concentrates;nan;nan;nan;nan;nan;0.0;0.0;0.0;0.0;90121.0;92139.0;p;chromium
103;Philippines;Ores&concentrates;15268.0;14322.0;14807.0;25483.0;36628.0;26164.0;47056.0;15502.0;25745.0;20849.0;50650.0;p;chromium
104;Russia;Ores&concentrates;747000.0;347000.0;699000.0;662000.0;552000.0;360000.0;380000.0;503000.0;485000.0;434000.0;469000.0;p;chromium
105;South Africa;Ores&concentrates;9682640.0;6864938.0;10871095.0;10721360.0;11310223.0;13644699.0;14037722.0;15684481.0;14705180.0;16586863.0;17829038.0;p;chromium
106;Sudan;Ores&concentrates;27094.0;14087.0;56823.0;64130.0;18300.0;30870.0;60000.0;15143.0;45000.0;32000.0;27000.0;p;chromium
107;Turkey;Ores&concentrates;1885712.0;1770029.0;2461314.0;2281981.0;3295398.0;4140655.0;6611394.0;2515188.0;2024821.0;2554222.0;2896651.0;p;chromium
108;United Arab Emirates;Ores&concentrates;31000.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;p;chromium
109;Vietnam;Ores&concentrates;55100.0;37100.0;58600.0;24900.0;1800.0;24800.0;nan;nan;nan;nan;nan;p;chromium
110;Zimbabwe;Ores&concentrates;442584.0;193674.0;516776.0;599079.0;408476.0;355142.0;408422.0;208328.0;112026.0;688838.0;894660.0;p;chromium
