id;country;subCommodity;year2008;year2009;year2010;year2011;year2012;year2013;year2014;year2015;year2016;year2017;year2018;eip;mat
171;United Kingdom;Unwrought alloys;8524.0;1869.0;2973.0;9306.0;8917.0;8469.0;5177.0;5949.0;6822.0;6036.0;6423.0;i;zinc
172;Algeria;nan;nan;nan;nan;nan;nan;0.0;0.0;50.0;314.0;500.0;500.0;mines;zinc
173;Argentina;nan;30349.0;31869.0;32600.0;38000.0;42000.0;47650.0;47981.0;33787.0;26680.0;26800.0;23980.0;mines;zinc
174;Armenia;nan;3880.0;3564.0;7468.0;9353.0;9729.0;9570.0;8825.0;6791.0;4735.0;5784.0;6497.0;mines;zinc
175;Australia;nan;1514873.0;1285656.0;1475045.0;1509660.0;1536109.0;1510738.0;1505968.0;1610004.0;884826.0;852164.0;1146781.0;mines;zinc
176;Bolivia;nan;383618.0;430879.0;411409.0;427129.0;389911.0;407332.0;450542.0;443172.0;489293.0;527206.0;519630.0;mines;zinc
177;Bosnia&Herzegovina;nan;4727.0;3425.0;5514.0;6862.0;7600.0;9102.0;7837.0;8946.0;9670.0;10235.0;10603.0;mines;zinc
178;Brazil;nan;173933.0;172688.0;211203.0;197840.0;164258.0;152147.0;169766.0;157000.0;158200.0;156500.0;169800.0;mines;zinc
179;Bulgaria;nan;12819.0;9339.0;9904.0;10977.0;12116.0;13902.0;11872.0;10783.0;11415.0;10886.0;11367.0;mines;zinc
180;Burkina Faso;nan;nan;0.0;0.0;0.0;0.0;32215.0;64976.0;68804.0;81422.0;92731.0;99162.0;mines;zinc
181;Burma;nan;7000.0;5400.0;8600.0;9200.0;8000.0;4800.0;3030.0;31025.0;72640.0;12560.0;11700.0;mines;zinc
182;Canada;nan;750502.0;699145.0;649065.0;622600.0;641134.0;426545.0;352125.0;289584.0;301210.0;346776.0;304964.0;mines;zinc
183;Chile;nan;40519.0;27801.0;27662.0;36602.0;26762.0;29759.0;45094.0;48071.0;42870.0;29008.0;26810.0;mines;zinc
184;China;nan;3342600.0;3324400.0;3842200.0;4050000.0;4859100.0;5187747.0;5118394.0;4748877.0;4710500.0;3868500.0;3721100.0;mines;zinc
185;Congo;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.0;4.0;1.0;mines;zinc
186;Congo, Democratic Republic;nan;15465.0;19696.0;9223.0;14758.0;10572.0;12144.0;12737.0;12675.0;12587.0;12377.0;1129.0;mines;zinc
187;Cuba;nan;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;2900.0;42000.0;mines;zinc
188;Dominican Republic;nan;nan;nan;nan;0.0;0.0;0.0;0.0;4655.0;3636.0;3920.0;4038.0;mines;zinc
189;Eritrea;nan;nan;nan;nan;nan;0.0;0.0;0.0;0.0;40900.0;95400.0;125000.0;mines;zinc
190;Finland;nan;27800.0;30233.0;55562.0;64115.0;52200.0;41124.0;46100.0;25332.0;45852.0;66284.0;85335.0;mines;zinc
191;Greece;nan;24200.0;17800.0;18400.0;21200.0;20800.0;22549.0;23085.0;13174.0;18866.0;17300.0;21456.0;mines;zinc
192;Guatemala;nan;nan;0.0;0.0;0.0;442.0;1221.0;13394.0;14810.0;14975.0;6100.0;0.0;mines;zinc
193;Honduras;nan;28462.0;36370.0;33839.0;26000.0;26000.0;25000.0;30000.0;24988.0;14579.0;20436.0;28421.0;mines;zinc
194;India;nan;647537.0;677824.0;729886.0;726518.0;759527.0;769927.0;766730.0;740737.0;755778.0;772600.0;728402.0;mines;zinc
195;Indonesia;nan;nan;nan;nan;nan;nan;1200.0;700.0;19300.0;8500.0;13900.0;20100.0;mines;zinc
196;Iran;nan;86000.0;115000.0;128000.0;138000.0;138000.0;130000.0;150000.0;168200.0;135000.0;140000.0;145000.0;mines;zinc
197;Ireland, Republic of;nan;398200.0;385700.0;342500.0;344000.0;337500.0;326700.0;282600.0;236300.0;147797.0;130580.0;131742.0;mines;zinc
198;Kazakhstan;nan;446000.0;458400.0;453500.0;429000.0;425000.0;417000.0;378100.0;369300.0;351000.0;345000.0;346000.0;mines;zinc
199;Korea (Rep. of);nan;1836.0;2221.0;355.0;743.0;1434.0;1749.0;1919.0;2070.0;2257.0;3321.0;3656.0;mines;zinc
200;Korea, Dem. P.R. of;nan;48000.0;29000.0;38000.0;34000.0;35000.0;36139.0;37261.0;45332.0;66469.0;35671.0;35000.0;mines;zinc
201;Kosovo;nan;0.0;2500.0;4100.0;2872.0;3818.0;4983.0;5514.0;3986.0;4814.0;4468.0;3619.0;mines;zinc
202;Laos;nan;1121.0;760.0;1140.0;1642.0;883.0;1900.0;2000.0;0.0;700.0;5700.0;3100.0;mines;zinc
203;Mexico;nan;453588.0;489766.0;570004.0;631859.0;660349.0;642542.0;659878.0;786774.0;661646.0;671444.0;662355.0;mines;zinc
204;Mongolia;nan;71800.0;70750.0;56300.0;52350.0;59550.0;52050.0;46600.0;44800.0;50100.0;82700.0;43950.0;mines;zinc
205;Montenegro;nan;nan;0.0;250.0;3300.0;4677.0;5487.0;7200.0;7068.0;8100.0;8800.0;10700.0;mines;zinc
206;Morocco;nan;80747.0;44800.0;43680.0;45065.0;46441.0;41625.0;45412.0;53747.0;53880.0;51701.0;43567.0;mines;zinc
207;Namibia;nan;193000.0;198000.0;204200.0;192500.0;195782.0;188402.0;173665.0;123529.0;124749.0;132854.0;118435.0;mines;zinc
208;Nigeria;nan;nan;1400.0;200.0;3100.0;13800.0;6786.0;7000.0;14000.0;14000.0;22000.0;27000.0;mines;zinc
209;North Macedonia;nan;38737.0;38648.0;32872.0;28132.0;28037.0;30907.0;31570.0;29150.0;24871.0;27846.0;30384.0;mines;zinc
210;Pakistan;nan;0.0;1000.0;9100.0;11123.0;10024.0;0.0;0.0;0.0;7702.0;19457.0;26979.0;mines;zinc
211;Peru;nan;1602597.0;1512931.0;1470450.0;1256383.0;1281282.0;1351273.0;1315000.0;1421218.0;1337081.0;1473073.0;1474383.0;mines;zinc
212;Philippines;nan;1619.0;10035.0;9268.0;18170.0;19559.0;16730.0;nan;nan;nan;nan;nan;mines;zinc
213;Poland;nan;132400.0;115500.0;107700.0;87200.0;76700.0;75000.0;56000.0;52709.0;50124.0;44959.0;41886.0;mines;zinc
214;Portugal;nan;37900.0;501.0;6422.0;4227.0;30006.0;53382.0;67378.0;61921.0;71052.0;71357.0;144983.0;mines;zinc
215;Romania;nan;14.0;3000.0;7700.0;8800.0;8400.0;2000.0;3300.0;3000.0;1600.0;800.0;300.0;mines;zinc
216;Russia;nan;204000.0;214000.0;214000.0;197000.0;189000.0;193000.0;192000.0;206000.0;245800.0;255200.0;288000.0;mines;zinc
217;Saudi Arabia;nan;3663.0;4952.0;4879.0;4934.0;21213.0;26293.0;41804.0;39000.0;41640.0;21677.0;18000.0;mines;zinc
218;Serbia;nan;2400.0;2700.0;2600.0;3100.0;6000.0;5800.0;8400.0;4400.0;6200.0;11900.0;11800.0;mines;zinc
219;Slovakia;nan;nan;54.0;82.0;103.0;134.0;190.0;176.0;190.0;126.0;166.0;151.0;mines;zinc
220;South Africa;nan;29002.0;28200.0;36142.0;36629.0;37034.0;30145.0;26141.0;29040.0;26695.0;30778.0;28129.0;mines;zinc
221;Spain;nan;0.0;5900.0;17323.0;33197.0;28634.0;30428.0;26756.0;49216.0;76342.0;70451.0;106352.0;mines;zinc
222;Sudan;nan;nan;nan;nan;nan;nan;0.0;0.0;46.0;nan;nan;nan;mines;zinc
223;Sweden;nan;187987.0;192502.0;198687.0;194021.0;188325.0;176582.0;221841.0;246983.0;258264.0;251244.0;237715.0;mines;zinc
224;Tajikistan;nan;nan;0.0;0.0;9000.0;29900.0;24300.0;54300.0;50400.0;73900.0;81500.0;84213.0;mines;zinc
225;Thailand;nan;17811.0;27493.0;21971.0;22259.0;24996.0;25887.0;34033.0;27154.0;33983.0;1182.0;0.0;mines;zinc
226;Tunisia;nan;nan;200.0;200.0;600.0;7400.0;7700.0;7400.0;nan;nan;nan;nan;mines;zinc
227;Turkey;nan;126800.0;135800.0;195500.0;158057.0;195793.0;195025.0;210152.0;173589.0;118700.0;155900.0;184500.0;mines;zinc
228;USA;nan;778100.0;736000.0;748100.0;768900.0;738400.0;784400.0;832000.0;824700.0;804800.0;773800.0;824000.0;mines;zinc
229;Uzbekistan;nan;nan;nan;nan;nan;6000.0;8000.0;8000.0;12000.0;12000.0;37000.0;31000.0;mines;zinc
230;Vietnam;nan;42000.0;38000.0;36000.0;34000.0;25000.0;20000.0;17000.0;15000.0;12000.0;12000.0;12000.0;mines;zinc
231;Zambia;nan;nan;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;0.0;mines;zinc
232;Algeria;nan;30752.0;28000.0;31000.0;15611.0;8090.0;7000.0;6976.0;7086.0;3101.0;1472.0;2045.0;slab;zinc
233;Argentina;nan;42600.0;35600.0;42700.0;43500.0;37500.0;37900.0;29100.0;30300.0;nan;nan;nan;slab;zinc
234;Australia;nan;499125.0;526093.0;498866.0;507316.0;498259.0;498291.0;481573.0;489030.0;464176.0;462095.0;489967.0;slab;zinc
235;Belgium;nan;251000.0;137000.0;260000.0;282000.0;250000.0;252000.0;262000.0;260000.0;236000.0;249000.0;275000.0;slab;zinc
