id;country;technologyAndSource;year;mainCategory;subCategory;value;unit
1;Afghanistan;Hydropower;2020;PrimaryEnergy;Productions;3789.3996;TJ
2;Afghanistan;Hydropower;2020;PrimaryEnergy;Supply;3789.3996;TJ
3;Afghanistan;Hydropower;2020;TransfLosses;Electricity;-3789.3996;TJ
4;Afghanistan;Hydropower;2020;UsageConsump;Total;13623.2349;TJ
5;Afghanistan;Hydropower;2020;UsageConsump;Electricity;13623.2349;TJ
6;Afghanistan;Hydropower;2020;Gross Electricity&Heat;Electricity;1052.611;TJ
7;Afghanistan;Hydropower;2019;PrimaryEnergy;Productions;4114.35;TJ
8;Afghanistan;Hydropower;2019;PrimaryEnergy;Supply;4114.35;TJ
9;Afghanistan;Hydropower;2019;TransfLosses;Electricity;-4114.35;TJ
10;Afghanistan;Hydropower;2019;UsageConsump;Total;12851.99024;TJ
11;Afghanistan;Hydropower;2019;UsageConsump;Electricity;12851.99024;TJ
12;Afghanistan;Hydropower;2019;Gross Electricity&Heat;Electricity;1142.875;TJ
13;Afghanistan;Wind;2020;PrimaryEnergy;Productions;0.441504;TJ
14;Afghanistan;Wind;2020;PrimaryEnergy;Supply;0.441504;TJ
15;Afghanistan;Wind;2020;TransfLosses;Electricity;-0.441504;TJ
16;Afghanistan;Wind;2020;UsageConsump;Total;1.587246882;TJ
17;Afghanistan;Wind;2020;UsageConsump;Electricity;1.587246882;TJ
18;Afghanistan;Wind;2020;Gross Electricity&Heat;Electricity;0.12264;TJ
19;Afghanistan;Wind;2019;PrimaryEnergy;Productions;0.441504;TJ
20;Afghanistan;Wind;2019;PrimaryEnergy;Supply;0.441504;TJ
21;Afghanistan;Wind;2019;TransfLosses;Electricity;-0.441504;TJ
22;Afghanistan;Wind;2019;UsageConsump;Total;1.379125524;TJ
23;Afghanistan;Wind;2019;UsageConsump;Electricity;1.379125524;TJ
24;Afghanistan;Wind;2019;Gross Electricity&Heat;Electricity;0.12264;TJ
25;Afghanistan;Solar PV;2020;PrimaryEnergy;Productions;225.5724;TJ
26;Afghanistan;Solar PV;2020;PrimaryEnergy;Supply;225.5724;TJ
27;Afghanistan;Solar PV;2020;TransfLosses;Electricity;-225.5724;TJ
28;Afghanistan;Solar PV;2020;UsageConsump;Total;810.9532158;TJ
29;Afghanistan;Solar PV;2020;UsageConsump;Electricity;810.9532158;TJ
30;Afghanistan;Solar PV;2020;Gross Electricity&Heat;Electricity;62.659;TJ
31;Afghanistan;Solar PV;2019;PrimaryEnergy;Productions;178.9308;TJ
32;Afghanistan;Solar PV;2019;PrimaryEnergy;Supply;178.9308;TJ
33;Afghanistan;Solar PV;2019;TransfLosses;Electricity;-178.9308;TJ
34;Afghanistan;Solar PV;2019;UsageConsump;Total;558.925929;TJ
35;Afghanistan;Solar PV;2019;UsageConsump;Electricity;558.925929;TJ
36;Afghanistan;Solar PV;2019;Gross Electricity&Heat;Electricity;49.703;TJ
37;Afghanistan;Solid Biofuels;2020;PrimaryEnergy;Productions;22218.462;TJ
38;Afghanistan;Solid Biofuels;2020;PrimaryEnergy;Imports;0.03402;TJ
39;Afghanistan;Solid Biofuels;2020;PrimaryEnergy;Supply;22218.49602;TJ
40;Afghanistan;Solid Biofuels;2020;TransfLosses;Charcoal;-10110.67596;TJ
41;Afghanistan;Solid Biofuels;2020;finalConsump;Total;12107.82006;TJ
42;Afghanistan;Solid Biofuels;2020;finalConsump;Residential;12107.82006;TJ
43;Afghanistan;Solid Biofuels;2020;UsageConsump;Total;12107.82006;TJ
44;Afghanistan;Solid Biofuels;2020;UsageConsump;DirectUse;12107.82006;TJ
45;Afghanistan;Solid Biofuels;2019;PrimaryEnergy;Productions;21821.47128;TJ
46;Afghanistan;Solid Biofuels;2019;PrimaryEnergy;Imports;0.03402;TJ
47;Afghanistan;Solid Biofuels;2019;PrimaryEnergy;Supply;21821.5053;TJ
48;Afghanistan;Solid Biofuels;2019;TransfLosses;Charcoal;-9836.67888;TJ
49;Afghanistan;Solid Biofuels;2019;finalConsump;Total;11984.82642;TJ
50;Afghanistan;Solid Biofuels;2019;finalConsump;Residential;11984.82642;TJ
51;Afghanistan;Solid Biofuels;2019;UsageConsump;Total;11984.82642;TJ
52;Afghanistan;Solid Biofuels;2019;UsageConsump;DirectUse;11984.82642;TJ
53;Afghanistan;Biogas;2020;PrimaryEnergy;Productions;0.560956;TJ
54;Afghanistan;Biogas;2020;PrimaryEnergy;Supply;0.560956;TJ
55;Afghanistan;Biogas;2020;finalConsump;Total;0.560956;TJ
56;Afghanistan;Biogas;2020;finalConsump;Residential;0.560956;TJ
57;Afghanistan;Biogas;2020;UsageConsump;Total;0.560956;TJ
58;Afghanistan;Biogas;2020;UsageConsump;DirectUse;0.560956;TJ
59;Afghanistan;Biogas;2019;PrimaryEnergy;Productions;0.560956;TJ
60;Afghanistan;Biogas;2019;PrimaryEnergy;Supply;0.560956;TJ
61;Afghanistan;Biogas;2019;finalConsump;Total;0.560956;TJ
62;Afghanistan;Biogas;2019;finalConsump;Residential;0.560956;TJ
63;Afghanistan;Biogas;2019;UsageConsump;Total;0.560956;TJ
64;Afghanistan;Biogas;2019;UsageConsump;DirectUse;0.560956;TJ
65;Afghanistan;Charcoal;2020;PrimaryEnergy;Imports;1.4168;TJ
66;Afghanistan;Charcoal;2020;PrimaryEnergy;Exports;-0.0308;TJ
67;Afghanistan;Charcoal;2020;PrimaryEnergy;Supply;1.386;TJ
68;Afghanistan;Charcoal;2020;TransfLosses;Charcoal;4576.8492;TJ
69;Afghanistan;Charcoal;2020;finalConsump;Total;4578.2352;TJ
70;Afghanistan;Charcoal;2020;finalConsump;Residential;4578.2352;TJ
71;Afghanistan;Charcoal;2020;UsageConsump;Total;4578.2352;TJ
72;Afghanistan;Charcoal;2020;UsageConsump;DirectUse;4578.2352;TJ
73;Afghanistan;Charcoal;2019;PrimaryEnergy;Imports;0.462;TJ
74;Afghanistan;Charcoal;2019;PrimaryEnergy;Exports;-0.0308;TJ
75;Afghanistan;Charcoal;2019;PrimaryEnergy;Supply;0.4312;TJ
76;Afghanistan;Charcoal;2019;TransfLosses;Charcoal;4452.8176;TJ
77;Afghanistan;Charcoal;2019;finalConsump;Total;4453.2488;TJ
78;Afghanistan;Charcoal;2019;finalConsump;Residential;4453.2488;TJ
79;Afghanistan;Charcoal;2019;UsageConsump;Total;4453.2488;TJ
80;Afghanistan;Charcoal;2019;UsageConsump;DirectUse;4453.2488;TJ
81;Afghanistan;Electricity;2020;PrimaryEnergy;Imports;16395.15898;TJ
82;Afghanistan;Electricity;2020;PrimaryEnergy;Supply;16395.15898;TJ
83;Afghanistan;Electricity;2020;TransfLosses;Electricity;4015.413504;TJ
84;Afghanistan;Electricity;2020;TransfLosses;Distribution;-5974.798285;TJ
85;Afghanistan;Electricity;2020;finalConsump;Total;14435.77536;TJ
86;Afghanistan;Electricity;2020;finalConsump;Industry;1031.648845;TJ
87;Afghanistan;Electricity;2020;finalConsump;Commerce;2832.71985;TJ
88;Afghanistan;Electricity;2020;finalConsump;Residential;10571.40666;TJ
89;Afghanistan;Electricity;2019;PrimaryEnergy;Imports;15459.88154;TJ
90;Afghanistan;Electricity;2019;PrimaryEnergy;Supply;15459.88154;TJ
91;Afghanistan;Electricity;2019;TransfLosses;Electricity;4293.722304;TJ
92;Afghanistan;Electricity;2019;TransfLosses;Distribution;-6341.309675;TJ
93;Afghanistan;Electricity;2019;finalConsump;Total;13412.2953;TJ
94;Afghanistan;Electricity;2019;finalConsump;Industry;954.4181522;TJ
95;Afghanistan;Electricity;2019;finalConsump;Commerce;2643.536048;TJ
96;Afghanistan;Electricity;2019;finalConsump;Residential;9814.341097;TJ
97;Afghanistan;GrandTotal;2020;PrimaryEnergy;Productions;26234.43646;TJ
98;Afghanistan;GrandTotal;2020;PrimaryEnergy;Imports;16396.6098;TJ
99;Afghanistan;GrandTotal;2020;PrimaryEnergy;Exports;-0.0308;TJ
100;Afghanistan;GrandTotal;2020;PrimaryEnergy;Supply;42631.01546;TJ
101;Afghanistan;GrandTotal;2020;TransfLosses;Charcoal;-5533.82676;TJ
102;Afghanistan;GrandTotal;2020;TransfLosses;Distribution;-5974.798285;TJ
103;Afghanistan;GrandTotal;2020;finalConsump;Total;31122.39158;TJ
104;Afghanistan;GrandTotal;2020;finalConsump;Industry;1031.648845;TJ
105;Afghanistan;GrandTotal;2020;finalConsump;Commerce;2832.71985;TJ
106;Afghanistan;GrandTotal;2020;finalConsump;Residential;27258.02288;TJ
107;Afghanistan;GrandTotal;2020;UsageConsump;Total;31122.39158;TJ
108;Afghanistan;GrandTotal;2020;UsageConsump;Electricity;14435.77536;TJ
109;Afghanistan;GrandTotal;2020;UsageConsump;DirectUse;16686.61622;TJ
110;Afghanistan;GrandTotal;2020;Gross Electricity&Heat;Electricity;1115.39264;TJ
111;Afghanistan;GrandTotal;2019;PrimaryEnergy;Productions;26115.75454;TJ
112;Afghanistan;GrandTotal;2019;PrimaryEnergy;Imports;15460.37756;TJ
113;Afghanistan;GrandTotal;2019;PrimaryEnergy;Exports;-0.0308;TJ
114;Afghanistan;GrandTotal;2019;PrimaryEnergy;Supply;41576.1013;TJ
115;Afghanistan;GrandTotal;2019;TransfLosses;Charcoal;-5383.86128;TJ
116;Afghanistan;GrandTotal;2019;TransfLosses;Distribution;-6341.309675;TJ
117;Afghanistan;GrandTotal;2019;finalConsump;Total;29850.93147;TJ
118;Afghanistan;GrandTotal;2019;finalConsump;Industry;954.4181522;TJ
119;Afghanistan;GrandTotal;2019;finalConsump;Commerce;2643.536048;TJ
120;Afghanistan;GrandTotal;2019;finalConsump;Residential;26252.97727;TJ
121;Afghanistan;GrandTotal;2019;UsageConsump;Total;29850.93147;TJ
122;Afghanistan;GrandTotal;2019;UsageConsump;Electricity;13412.2953;TJ
123;Afghanistan;GrandTotal;2019;UsageConsump;DirectUse;16438.63618;TJ
124;Afghanistan;GrandTotal;2019;Gross Electricity&Heat;Electricity;1192.70064;TJ
125;Algeria;Hydropower;2020;PrimaryEnergy;Productions;180.0;TJ
126;Algeria;Hydropower;2020;PrimaryEnergy;Supply;180.0;TJ
127;Algeria;Hydropower;2020;TransfLosses;Electricity;-180.0;TJ
128;Algeria;Hydropower;2020;UsageConsump;Total;142.2032176;TJ
129;Algeria;Hydropower;2020;UsageConsump;Electricity;142.2032176;TJ
130;Algeria;Hydropower;2020;Gross Electricity&Heat;Electricity;50.0;TJ
131;Algeria;Hydropower;2019;PrimaryEnergy;Productions;547.2;TJ
132;Algeria;Hydropower;2019;PrimaryEnergy;Supply;547.2;TJ
133;Algeria;Hydropower;2019;TransfLosses;Electricity;-547.2;TJ
134;Algeria;Hydropower;2019;UsageConsump;Total;417.3512636;TJ
135;Algeria;Hydropower;2019;UsageConsump;Electricity;417.3512636;TJ
136;Algeria;Hydropower;2019;Gross Electricity&Heat;Electricity;152.0;TJ
137;Algeria;Wind;2020;PrimaryEnergy;Productions;28.8;TJ
138;Algeria;Wind;2020;PrimaryEnergy;Supply;28.8;TJ
139;Algeria;Wind;2020;TransfLosses;Electricity;-28.8;TJ
140;Algeria;Wind;2020;UsageConsump;Total;22.75251481;TJ
141;Algeria;Wind;2020;UsageConsump;Electricity;22.75251481;TJ
142;Algeria;Wind;2020;Gross Electricity&Heat;Electricity;8.0;TJ
143;Algeria;Wind;2019;PrimaryEnergy;Productions;36.0;TJ
144;Algeria;Wind;2019;PrimaryEnergy;Supply;36.0;TJ
145;Algeria;Wind;2019;TransfLosses;Electricity;-36.0;TJ
146;Algeria;Wind;2019;UsageConsump;Total;27.45731997;TJ
147;Algeria;Wind;2019;UsageConsump;Electricity;27.45731997;TJ
148;Algeria;Wind;2019;Gross Electricity&Heat;Electricity;10.0;TJ
149;Algeria;Solar PV;2020;PrimaryEnergy;Productions;1961.767292;TJ
150;Algeria;Solar PV;2020;PrimaryEnergy;Supply;1961.767292;TJ
151;Algeria;Solar PV;2020;TransfLosses;Electricity;-1961.767292;TJ
152;Algeria;Solar PV;2020;UsageConsump;Total;1549.831228;TJ
153;Algeria;Solar PV;2020;UsageConsump;Electricity;1549.831228;TJ
154;Algeria;Solar PV;2020;Gross Electricity&Heat;Electricity;544.9353589;TJ
155;Algeria;Solar PV;2019;PrimaryEnergy;Productions;1961.767292;TJ
156;Algeria;Solar PV;2019;PrimaryEnergy;Supply;1961.767292;TJ
157;Algeria;Solar PV;2019;TransfLosses;Electricity;-1961.767292;TJ
158;Algeria;Solar PV;2019;UsageConsump;Total;1496.246451;TJ
159;Algeria;Solar PV;2019;UsageConsump;Electricity;1496.246451;TJ
160;Algeria;Solar PV;2019;Gross Electricity&Heat;Electricity;544.9353589;TJ
161;Algeria;Solar Thermal;2020;PrimaryEnergy;Productions;425.196;TJ
162;Algeria;Solar Thermal;2020;PrimaryEnergy;Supply;425.196;TJ
163;Algeria;Solar Thermal;2020;TransfLosses;Electricity;-425.196;TJ
164;Algeria;Solar Thermal;2020;UsageConsump;Total;335.9124406;TJ
165;Algeria;Solar Thermal;2020;UsageConsump;Electricity;335.9124406;TJ
166;Algeria;Solar Thermal;2020;Gross Electricity&Heat;Electricity;118.11;TJ
167;Algeria;Solar Thermal;2019;PrimaryEnergy;Productions;479.196;TJ
168;Algeria;Solar Thermal;2019;PrimaryEnergy;Supply;479.196;TJ
169;Algeria;Solar Thermal;2019;TransfLosses;Electricity;-479.196;TJ
170;Algeria;Solar Thermal;2019;UsageConsump;Total;365.4843861;TJ
171;Algeria;Solar Thermal;2019;UsageConsump;Electricity;365.4843861;TJ
172;Algeria;Solar Thermal;2019;Gross Electricity&Heat;Electricity;133.11;TJ
173;Algeria;Solid Biofuels;2020;PrimaryEnergy;Productions;635.04;TJ
174;Algeria;Solid Biofuels;2020;PrimaryEnergy;Supply;635.04;TJ
175;Algeria;Solid Biofuels;2020;TransfLosses;Charcoal;-34.02;TJ
176;Algeria;Solid Biofuels;2020;finalConsump;Total;601.02;TJ
177;Algeria;Solid Biofuels;2020;finalConsump;Industry;408.24;TJ
178;Algeria;Solid Biofuels;2020;finalConsump;Residential;192.78;TJ
179;Algeria;Solid Biofuels;2020;UsageConsump;Total;601.02;TJ
180;Algeria;Solid Biofuels;2020;UsageConsump;DirectUse;601.02;TJ
181;Algeria;Solid Biofuels;2019;PrimaryEnergy;Productions;635.04;TJ
182;Algeria;Solid Biofuels;2019;PrimaryEnergy;Supply;635.04;TJ
183;Algeria;Solid Biofuels;2019;TransfLosses;Charcoal;-34.02;TJ
184;Algeria;Solid Biofuels;2019;finalConsump;Total;601.02;TJ
185;Algeria;Solid Biofuels;2019;finalConsump;Industry;408.24;TJ
186;Algeria;Solid Biofuels;2019;finalConsump;Residential;192.78;TJ
187;Algeria;Solid Biofuels;2019;UsageConsump;Total;601.02;TJ
188;Algeria;Solid Biofuels;2019;UsageConsump;DirectUse;601.02;TJ
189;Algeria;Charcoal;2020;TransfLosses;Charcoal;15.4;TJ
190;Algeria;Charcoal;2020;finalConsump;Total;15.4;TJ
191;Algeria;Charcoal;2020;finalConsump;Other;15.4;TJ
192;Algeria;Charcoal;2020;UsageConsump;Total;15.4;TJ
193;Algeria;Charcoal;2020;UsageConsump;DirectUse;15.4;TJ
194;Algeria;Charcoal;2019;TransfLosses;Charcoal;15.4;TJ
195;Algeria;Charcoal;2019;finalConsump;Total;15.4;TJ
196;Algeria;Charcoal;2019;finalConsump;Other;15.4;TJ
197;Algeria;Charcoal;2019;UsageConsump;Total;15.4;TJ
198;Algeria;Charcoal;2019;UsageConsump;DirectUse;15.4;TJ
199;Algeria;Electricity;2020;PrimaryEnergy;Imports;17.35694254;TJ
200;Algeria;Electricity;2020;PrimaryEnergy;Exports;-21.99853546;TJ
201;Algeria;Electricity;2020;PrimaryEnergy;Supply;-4.64159292;TJ
202;Algeria;Electricity;2020;TransfLosses;Electricity;2595.763292;TJ
203;Algeria;Electricity;2020;TransfLosses;OwnUse;-270.211149;TJ
204;Algeria;Electricity;2020;TransfLosses;Distribution;-270.211149;TJ
205;Algeria;Electricity;2020;finalConsump;Total;2050.699401;TJ
206;Algeria;Electricity;2020;finalConsump;Industry;735.2654303;TJ
207;Algeria;Electricity;2020;finalConsump;Transport;40.40147076;TJ
208;Algeria;Electricity;2020;finalConsump;Residential;867.2914432;TJ
209;Algeria;Electricity;2020;finalConsump;Other;407.7410569;TJ
210;Algeria;Electricity;2019;PrimaryEnergy;Imports;19.6959416;TJ
211;Algeria;Electricity;2019;PrimaryEnergy;Exports;-24.96302956;TJ
212;Algeria;Electricity;2019;PrimaryEnergy;Supply;-5.267087961;TJ
213;Algeria;Electricity;2019;PrimaryEnergy;Differences;-0.187143304;TJ
214;Algeria;Electricity;2019;TransfLosses;Electricity;3024.163292;TJ
215;Algeria;Electricity;2019;TransfLosses;OwnUse;-345.0684458;TJ
216;Algeria;Electricity;2019;TransfLosses;Distribution;-367.101194;TJ
217;Algeria;Electricity;2019;finalConsump;Total;2306.539421;TJ
218;Algeria;Electricity;2019;finalConsump;Industry;813.8392743;TJ
219;Algeria;Electricity;2019;finalConsump;Transport;45.84592056;TJ
220;Algeria;Electricity;2019;finalConsump;Residential;984.1665132;TJ
221;Algeria;Electricity;2019;finalConsump;Other;462.6877129;TJ
222;Algeria;GrandTotal;2020;PrimaryEnergy;Productions;3230.803292;TJ
223;Algeria;GrandTotal;2020;PrimaryEnergy;Imports;17.35694254;TJ
224;Algeria;GrandTotal;2020;PrimaryEnergy;Exports;-21.99853546;TJ
225;Algeria;GrandTotal;2020;PrimaryEnergy;Supply;3226.161699;TJ
226;Algeria;GrandTotal;2020;TransfLosses;Charcoal;-18.62;TJ
227;Algeria;GrandTotal;2020;TransfLosses;OwnUse;-270.211149;TJ
228;Algeria;GrandTotal;2020;TransfLosses;Distribution;-270.211149;TJ
229;Algeria;GrandTotal;2020;finalConsump;Total;2667.119401;TJ
230;Algeria;GrandTotal;2020;finalConsump;Industry;1143.50543;TJ
231;Algeria;GrandTotal;2020;finalConsump;Transport;40.40147076;TJ
232;Algeria;GrandTotal;2020;finalConsump;Residential;1060.071443;TJ
233;Algeria;GrandTotal;2020;finalConsump;Other;423.1410569;TJ
234;Algeria;GrandTotal;2020;UsageConsump;Total;2667.119401;TJ
235;Algeria;GrandTotal;2020;UsageConsump;Electricity;2050.699401;TJ
236;Algeria;GrandTotal;2020;UsageConsump;DirectUse;616.42;TJ
237;Algeria;GrandTotal;2020;Gross Electricity&Heat;Electricity;721.0453589;TJ
238;Algeria;GrandTotal;2019;PrimaryEnergy;Productions;3659.203292;TJ
239;Algeria;GrandTotal;2019;PrimaryEnergy;Imports;19.6959416;TJ
240;Algeria;GrandTotal;2019;PrimaryEnergy;Exports;-24.96302956;TJ
241;Algeria;GrandTotal;2019;PrimaryEnergy;Supply;3653.936204;TJ
242;Algeria;GrandTotal;2019;PrimaryEnergy;Differences;-0.187143304;TJ
243;Algeria;GrandTotal;2019;TransfLosses;Charcoal;-18.62;TJ
244;Algeria;GrandTotal;2019;TransfLosses;OwnUse;-345.0684458;TJ
245;Algeria;GrandTotal;2019;TransfLosses;Distribution;-367.101194;TJ
246;Algeria;GrandTotal;2019;finalConsump;Total;2922.959421;TJ
247;Algeria;GrandTotal;2019;finalConsump;Industry;1222.079274;TJ
248;Algeria;GrandTotal;2019;finalConsump;Transport;45.84592056;TJ
249;Algeria;GrandTotal;2019;finalConsump;Residential;1176.946513;TJ
250;Algeria;GrandTotal;2019;finalConsump;Other;478.0877129;TJ
251;Algeria;GrandTotal;2019;UsageConsump;Total;2922.959421;TJ
252;Algeria;GrandTotal;2019;UsageConsump;Electricity;2306.539421;TJ
253;Algeria;GrandTotal;2019;UsageConsump;DirectUse;616.42;TJ
254;Algeria;GrandTotal;2019;Gross Electricity&Heat;Electricity;840.0453589;TJ
255;Angola;Hydropower;2020;PrimaryEnergy;Productions;49686.01842;TJ
256;Angola;Hydropower;2020;PrimaryEnergy;Supply;49686.01842;TJ
257;Angola;Hydropower;2020;TransfLosses;Electricity;-49686.01842;TJ
258;Angola;Hydropower;2020;UsageConsump;Total;48193.07896;TJ
259;Angola;Hydropower;2020;UsageConsump;Electricity;48193.07896;TJ
260;Angola;Hydropower;2020;Gross Electricity&Heat;Electricity;13801.67178;TJ
261;Angola;Hydropower;2019;PrimaryEnergy;Productions;45224.2695;TJ
262;Angola;Hydropower;2019;PrimaryEnergy;Supply;45224.2695;TJ
263;Angola;Hydropower;2019;TransfLosses;Electricity;-45224.2695;TJ
264;Angola;Hydropower;2019;UsageConsump;Total;46923.64275;TJ
265;Angola;Hydropower;2019;UsageConsump;Electricity;46923.64275;TJ
266;Angola;Hydropower;2019;Gross Electricity&Heat;Electricity;12562.29708;TJ
267;Angola;Solar PV;2020;PrimaryEnergy;Productions;65.7756;TJ
268;Angola;Solar PV;2020;PrimaryEnergy;Supply;65.7756;TJ
269;Angola;Solar PV;2020;TransfLosses;Electricity;-65.7756;TJ
270;Angola;Solar PV;2020;UsageConsump;Total;63.79920921;TJ
271;Angola;Solar PV;2020;UsageConsump;Electricity;63.79920921;TJ
272;Angola;Solar PV;2020;Gross Electricity&Heat;Electricity;18.271;TJ
273;Angola;Solar PV;2019;PrimaryEnergy;Productions;65.7756;TJ
274;Angola;Solar PV;2019;PrimaryEnergy;Supply;65.7756;TJ
275;Angola;Solar PV;2019;TransfLosses;Electricity;-65.7756;TJ
276;Angola;Solar PV;2019;UsageConsump;Total;68.2472219;TJ
277;Angola;Solar PV;2019;UsageConsump;Electricity;68.2472219;TJ
278;Angola;Solar PV;2019;Gross Electricity&Heat;Electricity;18.271;TJ
279;Angola;Solid Biofuels;2020;PrimaryEnergy;Productions;62433.81254;TJ
280;Angola;Solid Biofuels;2020;PrimaryEnergy;Supply;62433.81254;TJ
281;Angola;Solid Biofuels;2020;TransfLosses;Electricity;-4711.003769;TJ
282;Angola;Solid Biofuels;2020;TransfLosses;CHP;-720.0;TJ
283;Angola;Solid Biofuels;2020;TransfLosses;Charcoal;-27561.303;TJ
284;Angola;Solid Biofuels;2020;finalConsump;Total;29441.50577;TJ
285;Angola;Solid Biofuels;2020;finalConsump;Industry;606.947568;TJ
286;Angola;Solid Biofuels;2020;finalConsump;Residential;28834.5582;TJ
287;Angola;Solid Biofuels;2020;UsageConsump;Total;30139.87159;TJ
288;Angola;Solid Biofuels;2020;UsageConsump;Electricity;698.365817;TJ
289;Angola;Solid Biofuels;2020;UsageConsump;DirectUse;29441.50577;TJ
290;Angola;Solid Biofuels;2020;Gross Electricity&Heat;Electricity;200.0;TJ
291;Angola;Solid Biofuels;2019;PrimaryEnergy;Productions;61285.13858;TJ
292;Angola;Solid Biofuels;2019;PrimaryEnergy;Supply;61285.13858;TJ
293;Angola;Solid Biofuels;2019;TransfLosses;Electricity;-4711.003769;TJ
294;Angola;Solid Biofuels;2019;TransfLosses;CHP;-720.0;TJ
295;Angola;Solid Biofuels;2019;TransfLosses;Charcoal;-26731.07892;TJ
296;Angola;Solid Biofuels;2019;finalConsump;Total;29123.05589;TJ
297;Angola;Solid Biofuels;2019;finalConsump;Industry;606.947568;TJ
298;Angola;Solid Biofuels;2019;finalConsump;Residential;28516.10832;TJ
299;Angola;Solid Biofuels;2019;UsageConsump;Total;29870.11102;TJ
300;Angola;Solid Biofuels;2019;UsageConsump;Electricity;747.0551355;TJ
301;Angola;Solid Biofuels;2019;UsageConsump;DirectUse;29123.05589;TJ
302;Angola;Solid Biofuels;2019;Gross Electricity&Heat;Electricity;200.0;TJ
303;Angola;Charcoal;2020;PrimaryEnergy;Imports;1.232;TJ
304;Angola;Charcoal;2020;PrimaryEnergy;Exports;-15.6464;TJ
305;Angola;Charcoal;2020;PrimaryEnergy;Supply;-14.4144;TJ
306;Angola;Charcoal;2020;TransfLosses;Charcoal;12476.31;TJ
307;Angola;Charcoal;2020;finalConsump;Total;12461.8956;TJ
308;Angola;Charcoal;2020;finalConsump;Residential;12461.8956;TJ
309;Angola;Charcoal;2020;UsageConsump;Total;12461.8956;TJ
310;Angola;Charcoal;2020;UsageConsump;DirectUse;12461.8956;TJ
311;Angola;Charcoal;2019;PrimaryEnergy;Imports;0.462;TJ
312;Angola;Charcoal;2019;PrimaryEnergy;Exports;-4.7432;TJ
313;Angola;Charcoal;2019;PrimaryEnergy;Supply;-4.2812;TJ
314;Angola;Charcoal;2019;TransfLosses;Charcoal;12100.4884;TJ
315;Angola;Charcoal;2019;finalConsump;Total;12096.2072;TJ
316;Angola;Charcoal;2019;finalConsump;Residential;12096.2072;TJ
317;Angola;Charcoal;2019;UsageConsump;Total;12096.2072;TJ
318;Angola;Charcoal;2019;UsageConsump;DirectUse;12096.2072;TJ
319;Angola;Electricity;2020;PrimaryEnergy;Imports;3850.936284;TJ
320;Angola;Electricity;2020;PrimaryEnergy;Supply;3850.936284;TJ
321;Angola;Electricity;2020;TransfLosses;Electricity;50471.79402;TJ
322;Angola;Electricity;2020;finalConsump;Total;48955.24398;TJ
323;Angola;Electricity;2020;finalConsump;Industry;16488.27236;TJ
324;Angola;Electricity;2020;finalConsump;Residential;32466.97162;TJ
325;Angola;Electricity;2019;PrimaryEnergy;Imports;3755.259313;TJ
326;Angola;Electricity;2019;PrimaryEnergy;Supply;3755.259313;TJ
327;Angola;Electricity;2019;PrimaryEnergy;Differences;-5234.130485;TJ
328;Angola;Electricity;2019;TransfLosses;Electricity;46010.0451;TJ
329;Angola;Electricity;2019;finalConsump;Total;47738.94511;TJ
330;Angola;Electricity;2019;finalConsump;Industry;16092.74988;TJ
331;Angola;Electricity;2019;finalConsump;Residential;31646.19523;TJ
332;Angola;GrandTotal;2020;PrimaryEnergy;Productions;112185.6066;TJ
333;Angola;GrandTotal;2020;PrimaryEnergy;Imports;3852.168284;TJ
334;Angola;GrandTotal;2020;PrimaryEnergy;Exports;-15.6464;TJ
335;Angola;GrandTotal;2020;PrimaryEnergy;Supply;116022.1284;TJ
336;Angola;GrandTotal;2020;TransfLosses;Electricity;-3991.003769;TJ
337;Angola;GrandTotal;2020;TransfLosses;CHP;-720.0;TJ
338;Angola;GrandTotal;2020;TransfLosses;Charcoal;-15084.993;TJ
339;Angola;GrandTotal;2020;finalConsump;Total;90858.64535;TJ
340;Angola;GrandTotal;2020;finalConsump;Industry;17095.21993;TJ
341;Angola;GrandTotal;2020;finalConsump;Residential;73763.42542;TJ
342;Angola;GrandTotal;2020;UsageConsump;Total;90858.64535;TJ
343;Angola;GrandTotal;2020;UsageConsump;Electricity;48955.24398;TJ
344;Angola;GrandTotal;2020;UsageConsump;DirectUse;41903.40137;TJ
345;Angola;GrandTotal;2020;Gross Electricity&Heat;Electricity;14019.94278;TJ
346;Angola;GrandTotal;2019;PrimaryEnergy;Productions;106575.1837;TJ
347;Angola;GrandTotal;2019;PrimaryEnergy;Imports;3755.721313;TJ
348;Angola;GrandTotal;2019;PrimaryEnergy;Exports;-4.7432;TJ
349;Angola;GrandTotal;2019;PrimaryEnergy;Supply;110326.1618;TJ
350;Angola;GrandTotal;2019;PrimaryEnergy;Differences;-5234.130485;TJ
351;Angola;GrandTotal;2019;TransfLosses;Electricity;-3991.003769;TJ
352;Angola;GrandTotal;2019;TransfLosses;CHP;-720.0;TJ
353;Angola;GrandTotal;2019;TransfLosses;Charcoal;-14630.59052;TJ
354;Angola;GrandTotal;2019;finalConsump;Total;88958.2082;TJ
355;Angola;GrandTotal;2019;finalConsump;Industry;16699.69745;TJ
356;Angola;GrandTotal;2019;finalConsump;Residential;72258.51075;TJ
357;Angola;GrandTotal;2019;UsageConsump;Total;88958.2082;TJ
358;Angola;GrandTotal;2019;UsageConsump;Electricity;47738.94511;TJ
359;Angola;GrandTotal;2019;UsageConsump;DirectUse;41219.26309;TJ
